title,year,conference
 2d human pose estima-tion: New benchmark and state of the art analysis,2014, In CVPR
 Info-GAN: Interpretable representation learning by information maximizing generative adversarialnets,2016, Preprint arXiv:1606
 Deep generative image modelsusing a Laplacian pyramid of adversarial networks,2015, In NIPS
 Density estimation using Real NVP,2016, arXivpreprint arXiv:1605
 Learning to generate chairs withconvolutional neural networks,2015, In CVPR
 Generative adversarial nets,2014, In NIPS
 DRAW:A recurrent neural network for image generation,2015, In ICML
 Identity mappings in deep residualnetworks,2016, In ECCV
 Auto-encoding variational Bayes,2014, In ICLR
 Deep convolu-tional inverse graphics network,2015, In NIPS
 The neural autoregressive distribution estimator,2011, In AISTATS
 Generating imagesfrom captions with attention,2015, In ICLR
 Conditional generative adversarial nets,2014, PreprintarXiv:1411
 Synthesizing thepreferred inputs for neurons in neural networks via deep generator networks,2016, In NIPS
 Contextencoders: Feature learning by inpainting,2016, Preprint arXiv:1604
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, Preprint arXiv:1511
 Generating more realistic imagesusing gated MRF’s,2010, In NIPS
 Learn-ing what and where to draw,2016, In NIPS
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In ICML
 WaveNet: A generative modelfor raw audio,2016, Preprint arXiv:1609
 Conditional image generation with PixelCNN decoders,2016, In NIPS
 Generative image modeling using style and structure adversar-ial networks,2016, In ECCV
 Attribute2Image: Conditional imagegeneration from visual attributes,2016, In ECCV
 Generative visual manipu-lation on the natural image manifold,2016, In ECCV
