title,year,conference
 Near-optimal hashing algorithms for approximate nearest neighborin high dimensions,2006, In Symposium on the Foundations of Computer Science
 Additive quantization for extreme vector compression,2014, InConference on Computer Vision and Pattern Recognition
 Unsupervised learning by predicting noise,2017, In InternationalConference on Machine Learning
 Similarity estimation techniques from rounding algorithms,2002, In ACM symposium onTheory of computing
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, In Advances inNeural Information Processing Systems
 Tutorial on variational autoencoders,2016, arXiv preprint arXiv:1606
 Optimized product quantization for approximatenearest neighbor search,2013, In Conference on Computer Vision and Pattern Recognition
 Iterative quantization: Aprocrustean approach to learning binary codes for large-scale image retrieval,2013, IEEE Transactionson Pattern Analysis and Machine Intelligence
 Generative adversarial nets,2014, In Advances in NeuralInformation Processing Systems
 Stochastic neighbor embedding,2003, In Advances in Neural InformationProcessing Systems
 Approximate nearest neighbors: towards removing the curse ofdimensionality,1998, In ACM symposium on Theory of computing
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Approximatesearch with quantized sparse representations,2016, In European Conference on Computer Vision
 Query adaptative localitysensitive hashing,2008, In International Conference on Acoustics
 Product Quantization for Nearest NeighborSearch,2011, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Billion-scale similarity search with gpus,2017, arXivpreprint arXiv:1702
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 In defense of product quantization,2017, arXiv preprint arXiv:1711
 The case for learned indexstructures,2017, arXiv preprint arXiv:1712
 Deep hashing for compactbinary codes learning,2015, In Conference on Computer Vision and Pattern Recognition
 Image similarity search with compact data structures,2004, InInternational Conference on Information and Knowledge
 Efficient and robust approximate nearest neighbor search usinghierarchical navigable small world graphs,2016, arXiv preprint arXiv:1603
 Competitive quantization for approximate nearest neighborsearch,2016, IEEE Transactions on Knowledge and Data Engineering
 Locality sensitive hashing: A comparison of hashfunction types and querying mechanisms,2010, Pattern recognition letters
 Regularizingneural networks by penalizing confident output distributions,2017, arXiv preprint arXiv:1701
 Learning fine-grained image similarity with deep ranking,2014, In Conference onComputer Vision and Pattern Recognition
 Hashing for similarity search: Asurvey,2014, arXiv preprint arXiv:1408
 Learning to hash for indexing big data: asurvey,2016, Proceedings of the IEEE
 Sparse composite quantization,2015, InConference on Computer Vision and Pattern Recognition
