title,year,conference
 Greedy layer-wise training ofdeep networks,2007, In Advances in neural information processing systems
 Estimating or propagating gradients throughstochastic neurons for conditional computation,2013, arXiv preprint arXiv:1308
 Better mixing via deep representa-tions,2013, In International Conference on Machine Learning
 Auto-association by multilayer perceptrons and singular valuedecomposition,1988, Biological cybernetics
 Using artificial intelligence to augment human intelligence,2017, Distill
 InfoGAN:Interpretable representation learning by information maximizing generative adversarial nets,2016, InAdvances in neural information processing systems
 Variational lossy autoencoder,2016, arXiv preprint arXiv:1611
 Density estimation using real nvp,2016, arXivpreprint arXiv:1605
 Adversarially learned inference,2016, arXiv preprint arXiv:1606
 PixelVAE: A latent variable model for natural images,2016, arXiv preprintarXiv:1611
 A neural representation of sketch drawings,2018, In Sixth InternationalConference on Learning Representations
 beta-VAE: Learning basic visual concepts with aconstrained variational framework,2017, In Fifth International Conference on Learning Representations
 Learningdiscrete representations via information maximizing self augmented training,2017, arXiv preprintarXiv:1702
 Gaussian distributions are SoaP bubbles,2017, inFERENCe
 Auto-encoding variational bayes,2014, In Third InternationalConference on Learning Representations
 Discriminative clustering by regularizedinformation maximization,2010, In Advances in neural information processing systems
 Learning multiPle layers of features from tiny images,2009, Technical rePort
 The mnist database of handwritten digits,1998, 1998
 APProximation and convergence ProPertiesof generative adversarial learning,2017, In Advances in Neural Information Processing Systems
 DeeP learning face attributes in the wild,2015, InProceedings of International Conference on Computer Vision (ICCV)
 Rectifier nonlinearities imProve neuralnetwork acoustic models,2013, In International Conference on Machine Learning
 Some methods for classification and analysis of multivariate observations,1967, InProceedings of 5th Berkeley Symposium on Mathematical Statistics and Probability
 Leastsquares generative adversarial networks,2017, In IEEE International Conference on Computer Vision
 Dis-entangling factors of variation in deep representation using adversarial training,2016, In Advances inNeural Information Processing Systems
 Adversarial variational bayes: Unifyingvariational autoencoders and generative adversarial networks,2017, arXiv preprint arXiv:1701
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS workshop on deep learningand unsupervised feature learning
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In International Conference on MachineLearning
 A hierarchical latentvector model for learning long-term structure in music,2018, arXiv preprint arXiv:1803
 Theory and experiments onvector quantized autoencoders,2018, arXiv preprint arXiv:1805
 Laddervariational autoencoders,2016, In Advances in Neural Information Processing Systems
 Vae with a vamPPrior,2017, arXiv preprint arXiv:1705
 Conditionalimage generation with Pixelcnn decoders,2016, In Advances in Neural Information Processing Systems
 Neural discrete rePresentation learning,2017, In Advances inNeural Information Processing Systems
 Sampling generative networks: Notes on a few effective techniques,2016, arXiv preprintarXiv:1609
 InfoVAE: Information maximizing variationalautoencoders,2017, arXiv preprint arXiv:1706
