title,year,conference
 Evaluation of outputembeddings for fine-grained image classification,2015, In Computer Vision and Pattern Recognition(CVPR)
 Local Rademacher complexities,2005, TheAnnals of Statistics
 The relaxation method of finding the common point of convex sets and itsapplication to the solution of problems in convex programming,1967, USSR computational mathematicsand mathematical physics
 Imagenet: A large-scalehierarchical image database,2009, In Computer Vision and Pattern Recognition
 A Distribution-Free Theory ofNonparametric Regression,2002, Springer Verlag
 Reducing the dimensionality of data with neuralnetworks,2006, science
 Large-margin metric learning for constrainedpartitioning problems,2014, In ICML
 Closed-form training of Mahalanobisdistance for supervised clustering,2016, In CVPR
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Fully convolutional networks for semanticsegmentation,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Nonparametric time series prediction through adaptive model selection,2000, Machine Learning
 Learning and transferring mid-levelimage representations using convolutional neural networks,2014, In Computer Vision and PatternRecognition (CVPR)
 Learning deep representations offine-grained visual descriptions,2016, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Using discriminative dimensionalityreduction to visualize classifiers,2015, Neural Processing Letters
 Support Vector Machines,2008, Springer
 Fast learning from non-i,2009,i
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 A global geometric framework fornonlinear dimensionality reduction,2000, Science
 Empirical Processes in M-Estimation,2000, Cambridge University Press
 HoW to use t-SNE effectively,2016, Distill
 Holistically-nested edge detection,2015, In Proceedings of the IEEEinternational conference on computer vision
 Rates of convergence for empirical processes of stationary mixing sequences,1994, The Annals ofProbability
 Character-level convolutional netWorks for textclassification,2015, In Advances in neural information processing systems
 Zero-shot recognition via structured prediction,2016, In Europeanconference on computer vision
3 of Gyorfi et al,2002, 2002)
