title,year,conference
 TensorFlow: Large-scale machine learning on heterogeneous systems,2015, 2015
 Generalized Non-metric MultidimensionalScaling,2007, In Proceedings of the Eleventh International Conference on Artificial Intelligence and Statistics(AISTATS)
 Toward a brain-based componential semantic representation,2016, CognitiveNeuropsychology
 Typicality ratings for 893 exemplars of 93 categories,1984, Behavior Research Methods
 Adam: A method for stochastic optimization,2015, In International Conferenceon Learning Representations (ICLR)
 Semantic feature production norms fora large set of living and nonliving things,2005, Behavior Research Methods
 WordNet: a lexical database for English,1995, Comm
 Learning effective and interpretable semantic modelsusing non-negative sparse embedding,2012, Proceedings of the 24th International Conference on ComputationalLinguistics (COLING)
 The Big Book of Concepts,2004, MIT press
 De-conflated semantic representations,2016, In Proceedings of the2016 Conference on Empirical Methods in Natural Language Processing (EMNLP)
 Adaptively Learning the CrowdKernel,2011, In The 28th International Conference on Machine Learning (ICML)
 Conditional similarity networks,2017, In Proceedings of the30th IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Similaritycomparisons for interactive fine-grained categorization,2014, In Proceedings of the 27th IEEE Computer SocietyConference on Computer Vision and Pattern Recognition (CVPR)
