title,year,conference
 Fine-grained Analysisof Sentence Embeddings Using Auxiliary Prediction Tasks,2016, arXiv preprint arXiv:1608
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Network dissection:Quantifying interpretability of deep visual representations,2017, In Computer Vision and PatternRecognition
 Natural Language Multitask-ing: Analyzing and Improving Syntactic Saliency of Hidden Representations,2018, arXiv preprintarXiv:1801
 Understandingand improving morphological learning in the neural machine translation decoder,2017, In Proceedingsof the Eighth International Joint Conference on Natural Language Processing (Volume 1: LongPapers)
 ConvolutionalSequence to Sequence Learning,2017, In Doina Precup and Yee Whye Teh (eds
 The representational geometry ofword meanings acquired by neural machine translation models,1573, Machine Translation
 Representation of linguistic form and functionin recUrrent neUral networks,2016, arXiv preprint arXiv:1602
 Character-aware Neural LanguageModels,2015, arXiv preprint arXiv:1508
 Understanding Neural Networks through RepresentationErasure,2016, arXiv preprint arXiv:1612
 On the importanceof single directions for generalization,2018, In International Conference on Learning Representations
 Analyzing Linguistic Knowledge in Sequential Modelof Sentence,2016, In Proceedings of the 2016 Conference on Empirical Methods in Natural LanguageProcessing
 Learning to generate reviews and discoveringsentiment,2017, arXiv preprint arXiv:1704
 SVCCA: Singular VectorCanonical Correlation Analysis for Deep Learning Dynamics and Interpretability,2017, In I
 Neural machine translation of rare words withsubword units,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics (Volume 1: Long Papers)
 Why Neural Translations are the Right Length,2016, InProceedings of the 2016 Conference on Empirical Methods in Natural Language Processing
 Attention is All you Need,2017, In I
 Visualizing and understanding convolutional networks,2014, InEuropean conference on computer vision
 Variational Neural MachineTranslation,2016, In Proceedings of the 2016 Conference on Empirical Methods in Natural LanguageProcessing
 Revisiting the Importance of IndividualUnits in CNNs via Ablation,2018, arXiv preprint arXiv:1806
 The United Nations ParallelCorpus v1,2016,0
