title,year,conference
 Modern Information Retrieval - the conceptsand technology behind search,2011, Pearson Education Ltd
 Emergence of scaling in random networks,1999, Science
 Matrix multiplication via arithmetic progressions,1987, InSTOC
 metapath2vec: Scalable representationlearning for heterogeneous networks,2017, In KDD
 Three and a halfdegrees of separation,2016, Research at Facebook
 Active associative sampling for author name disambiguation,2012, In JCDL
 Automatic methods fordisambiguating author names in bibliographic data repositories,2015, In JCDL
 Linkage and autocorrelation cause feature selection bias inrelational learning,2002, In ICML
 Graph evolution: Densification andshrinking diameters,2007, Transactions on Knowledge Discovery from Data
 Molecular signatures database 3,2011,0
 Link prediction in complex networks: A survey,2011, Physica A: StatisticalMechanics and itsApplications
 Achieving open vocabulary neural machine trans-lation with hybrid word-character models,2016, ACL
 Learning to discover social circles in ego networks,2012, In NIPS
 Efficient estimation of word represen-tations in vector space,2013, arXiv preprint arXiv:1301
 Distributedrepresentations of words and phrases and their compositionality,2013, In NIPS
 Mixing patterns in networks,2003, Physical Review E
 Tri-party deep network repre-sentation,2016, In IJCAI
 Deepwalk: Online learning of social representa-tions,2014, In KDD
 Software Framework for Topic Modelling with Large Corpora,2010, InLREC 2010 Workshop on New ChaUengeSforNLP FrameworkS
 Nonlinear dimensionality reduction by locally linear embed-ding,2000, Science
 Line: Large-scaleinformation network embedding,2015, In WWW
 A global geometric framework fornonlinear dimensionality reduction,2000, Science
 Structural deep network embedding,2016, In KDD
 Text-enhanced representation learning for knowledge graph,2016, InIJCAI
 Collective dynamics of small-worldnetworks,1998, Nature
 Defining and evaluating network communities based on ground-truth,2012, In ICDM
