title,year,conference
 Spectral networks and locally connected networkson graphs,2014, 3
 An optimal loWer bound on the number of variables forgraph identification,1992, Combinatorica
 Steerable cnns,2017, Proc
 Structure-activity relationship of mutagenic aromatic and heteroaromatic nitro compounds,1991, correlation Withmolecular orbital energies and hydrophobicity
 Convolutional neural netWorks on graphs Withfast localized spectral filtering,2016, 29
 Object detection With dis-criminatively trained part-based models,2010, IEEE Trans
 Scalable kernels forgraphs With continuous attributes,2013, 26
 Exponential and geometric kernels for graphs,2002, Principles of modeling nonvectorial data
 Neural message passingfor quantum chemistry,2017, In Doina Precup and Yee Whye Teh (eds
 The harvard clean energyproject: Large-scale computational screening and design of organic photovoltaics on the worldcommunity grid,2011, J
 Deep convolutional networks on graph-structured data,2015, arXivpreprint arXiv:1506
 Molecular graph convolutions: mov-ing beyond fingerprints,2016, J
 Adam: A method for stochastic optimization,2015, In Proc
 Semi-supervised classification with graph convolutional networks,2017, 5
 On valid optimal assignment kernels and applications tograph classification,2016, Adv
 Efficient deformable filter banks,1998, IEEE Trans
 Propagation kernels: efficient graph kernelsfrom propagated information,2016, 102
 Deformable kernels for early vision,1995, IEEE Trans
 The graph isomorphism disease,1977, J
 The Symmetric Group,2001, Grad
 The graph neural networkmodel,2009, IEEE Trans
 QUantUm-chemical insights from deep tensor neural networks,2017, Nat
 Weisfeiler-lehman graph kernels,2011, J
 Lie generators for computing steerable functions,1998, Pattern Recognit
 Statistical evaluation of thepredictive toxicology challenge,2003, Bioinformatics
 Comparison of descriptor spaces for chemical compoundretrieval and classification,2008, Knowl
 Harmonic networks: Deeptranslation and rotation equivariance,2017, Proc
 A stochastic grammar of images,2006, Found
