title,year,conference
 Learning to protect communications with adversarial neuralcryptography,2016, arXiv preprint arXiv:1610
 Neural photo editing with introspectiveadversarial networks,2017, In ICLR
 Mode regularized generativeadversarial networks,2017, In ICLR
 Deep generative image modelsusing a laplacian pyramid of adversarial networks,2015, In NIPS
 Stochastic variance reductionmethods for policy evaluation,2017, ICML
 Censoring representations with an adversary,2016, In ICLR
 Unsupervised domain adaptation by backpropagation,2015, InProceedings of The 32nd International Conference on Machine Learning
 Adaptive primal-dual splitting methods for statisticallearning and image processing,2015, In NIPS
 Generative adversarial nets,2014, In NIPS
 Improvedtraining of wasserstein gans,2017, arXiv preprint arXiv:1704
 Model-free imitation learning with policy optimiza-tion,2016, In International Conference on Machine Learning
 Stacked generativeadversarial networks,2017, In CVPR
 Image-to-image translation withconditional adversarial networks,2017, In CVPR
 Caffe: Convolutional architecture for fast feature embedding,2014, InACM Multimedia
 Adam: A method for stochastic optimization,2015, In ICLR
 Learning multiple layers of features from tiny images,2009, Technical report
 An optimal randomized incremental gradient method,2015, arXiv preprintarXiv:1507
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Generative moment matching networks,2015, In ICML
 The variational fairautoencoder,2016, In ICLR
 Disentangling factors of variation in deep representation using adversarial training,2016, InNIPS
 Unrolled generative adversarialnetworks,2017, In ICLR
 Conditional generative adversarial nets,2014, arXiv preprintarXiv:1411
 Conditional image synthesis with auxiliaryclassifier gans,2017, In ICLR
 Stochastic variance reduction methods for saddle-pointproblems,2016, In NIPS
 On stochasticprimal-dual hybrid gradient approach for compositely regularized minimization,2016, In ECAI
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2016, In ICLR
 Adapting visual category models to newdomains,2010, ECCV
 Stochastic primal dual coordinate method with non-uniformsampling based on optimality violations,2017, arXiv preprint arXiv:1703
 Unsupervised cross-domain image generation,2017, InICLR
 Adversarial discriminative domainadaptation,2017, In ICLR Workshop
 An online primal-dual method for discounted markov decisionprocesses,2016, In Decision and Control (CDC)
 Generative image modeling using style and structure adversarialnetworks,2016, In ECCV
 Doubly stochastic primal-dual coordinate method forempirical risk minimization and bilinear saddle-point problem,2015, arXiv preprint arXiv:1508
 Stackgan: Text to photo-realistic image synthesis with stacked generative adversarialnetworks,2017, In ICCV
 Stochastic primal-dual coordinate method for regularized empirical riskminimization,2015, In ICML
 Energy-based generative adversarial network,2017, InICLR
 An efficient primal-dual hybrid gradient algorithm for total variationimage restoration,2008, UCLA CAM Report
 Stochastic parallel block coordinate descent for large-scale saddlepoint problems,2016, In AAAI
 The constructed toy example andits architecture is inspired by the one presented in Metz et al,2018, (2017)
