title,year,conference
 Wasserstein gan,2017, arXiv preprintarXiv:1701
 Generative adversarial nets,2014, In Z
 Im-proved training of wasserstein gans,2017, CoRR
 Cycles in adversarialregularized learning,2017, arXiv preprint arXiv:1709
 Online learning with predictable sequences,2013, In COLT
 Mit 18,2015,657: Mathematics of machine learning
 Online learning and online convex optimization,1935, Found
 Dna binding sites: representation and discovery,2000, Bioinformatics
 Fast convergence of regu-larized learning in games,2015, In Advances in Neural Information Processing Systems
 Predicting the impact of non-coding variants on dna methyla-tion,2017, Nucleic Acids Research
 Convolutional neural networkarchitectures for predicting dna-protein binding,2016, Bioinformatics
