title,year,conference
 Towards principled methods for training generative adversarial net-works,2017, International Conference on Learning Representations (ICLR)
 Wasserstein generative adversarial networks,2017, Proceedingsof the 34th International Conference on Machine Learning (ICML)
 Arora and Y,2017, Zhang
 GTM: the generative topographic mapping,1998, Neuralcomputation 
 Identifying andattacking the saddle point problem in high-dimensional non-convex optimization,2014, In Advances inNeural Information Processing Systems 27
 General potential surfaces and neural networks,1988, Phys
 Spherical Harmonics in p Dimensions,2014, World Scientific
 Generative adversarial nets,2014, In Advances in Neural Information Processing Systems27
 Optimal kernels for unsupervised learning,2005, In Proceedings of theIEEE International Joint Conference on Neural Networks
 Coulomb classifiers: Generalizing support vectormachines via an analogy to electrostatic systems,2003, In Advances in Neural Information ProcessingSystems 15
 Deep learning without poor local minima,2016, In Advances in Neural InformationProcessing Systems 29
 Efficient BackProp,1998, In Neural Networks: Tricks ofthe Trade
 MMD GAN: Towards Deeper Understand-ing of Moment Matching Network,2017, In I
 Generative moment matching networks,2015, In Proceedings of the32nd International Conference on Machine Learning (ICML 2015)
 Deep learning face attributes in the wild,2015, In Proceedings ofInternational Conference on Computer Vision (ICCV)
 Coulomb potential learning,1995, In M
 Unsupervised representation learning with deep convolutionalgenerative adversarial networks,2016, International Conference on Learning Representations (ICLR)
 A stochastic approximation method,1951, Ann
 Energy-based generative adversarial network,2017, InternationalConference on Learning Representations (ICLR)
