title,year,conference
 Fine-grained analysisof sentence embeddings using auxiliary prediction tasks,2016, arXiv preprint arXiv:1608
 Polyglot: Distributed word representations formultilingual nlp,2013, arXiv preprint arXiv:1307
 Attributes in lexical acquisition,2006, PhD thesis
 A simple but tough-to-beat baseline for sentenceembeddings,2017, In International Conference on Learning Representations
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Distributional memory: A general framework for corpus-basedsemantics,2010, Computational Linguistics
 A framework for theconstruction of monolingual and cross-lingual word similarity datasets,2015, In ACL (2)
 Gated feedback recurrentneural networks,2015, In ICML
 Two step cca: A new spectral methodfor estimating vector models of words,2012, arXiv preprint arXiv:1206
 Placing search in context: The concept revisited,2001, In Proceedings of the 10thinternational conference on World Wide Web
 Lstm:A search space odyssey,2016, IEEE transactions on neural networks and learning systems
 Convolutional neural networks for sentence classification,2014, arXiv preprint arXiv:1408
 Neural word embedding as implicit matrix factorization,2014, In Advancesin neural information processing systems
 Better word representations withrecursive neural networks for morphology,2013, In CoNLL
 A sick cure for the evaluation of compositional distributional semantic models,2014, InLREC
 Recurrentneural network based language model,2010, In Interspeech
 Efficient estimation of word representa-tions in vector space,2013, arXiv preprint arXiv:1301
 Three new graphical models for statistical language modelling,2007, InProceedings of the 24th international conference on Machine learning
 A sentimental education: Sentiment analysis using subjectivity summa-rization based on minimum cuts,2004, In Proceedings of the 42nd annual meeting on Association forComputational Linguistics
 Seeing stars: Exploiting class relationships for sentiment categorizationwith respect to rating scales,2005, In Proceedings of the 43rd annual meeting on association forcomputational linguistics
 Glove: Global vectors for wordrepresentation,2014, In EMNLP
 Contextual correlates of synonymy,1965, Communicationsof the ACM
 The gavagai living lexicon,2016, InNicoletta Calzolari (Conference Chair)
 Evaluation methods forunsupervised word embeddings,2015, In Proc
 Reasoning with neural tensornetworks for knowledge base completion,2013, In Advances in Neural Information Processing Systems
 Recursive deep models for semantic compositionality over a sentimenttreebank,2013, In Proceedings of the conference on empirical methods in natural language processing(EMNLP)
 Model-based word embeddings from decompositionsof count matrices,2015, In Proceedings of ACL
 Word representations: a simple and general methodfor semi-supervised learning,2010, In Proceedings of the 48th annual meeting of the association forcomputational linguistics
 From paraphrase databaseto compositional paraphrase model and back,2015, arXiv preprint arXiv:1506
 Automatically creating datasets for measures of semanticrelatedness,2006, In Proceedings of the Workshop on Linguistic Distances
