title,year,conference
 Massively multilingual word embeddings,2016, arXiv Preprint arXiv:1602
 Learning principled bilingual mappings of wordembeddings while preserving monolingual invariance,2016, Proceedings of EMNLP
 Enriching word vectorswith subword information,2017, TranSaCtiOnS of the ASSOCiatiOn for COmpUtatiOnal LingUiStics
 A distribution-based model to learn bilingualword embeddings,2016, PrOCeedingS of COLING
 Parsevalnetworks: Improving robustness to adversarial examples,2017, InternatiOnal COnferenCe on MaChineLearning
 Improving zero-shot learning by mitigatingthe hubness problem,2015, InternatiOnal COnferenCe on Learning RepreSentations
 Unifying bayesian inference and vectorspace models for improved decipherment,2015, 2015
 Learning crosslingualword embeddings without bilingual corpora,2016, Proceedings OfEMNLP
 Improving vector space word representations using multilingualcorrelation,2014, PrOCeedingS OfEACL
 Compiling bilingual lexicon entries from a non-parallel english-chinese corpus,1995, InPrOCeedingS of the Third WOrkShOp on Very Large Corpora
 Domain-adversarial training of neural net-works,2016, JOUmaI OfMaChine Learning ReSearch
 Generative adversarial nets,2014, Advances in neuralinformationprocessing systems
 Learning bilingual lexiconsfrom monolingual corpora,2008, In Proceedings of the 46th AnnUaI Meeting of the ASSOciatiOn forComputational LinguiStics
 Distributional structure,1954, Word
 Accurate image search us-ing the contextual dissimilarity measure,2010, IEEE TranSactiOnS on Pattern AnaIySiS and MachineIntelligence
 Billion-scale similarity search with gpus,2017, arXivPrePrint arXiv:1702
 Inducing crosslingual distributed represen-tations ofwords,2012, PrOceedingS OfCOLING
 Bootstrapping unsupervised bilingual lexi-con induction,2017, In EACL
 Hubness and pollution: Delving into cross-space mapping for zero-shot learning,2015, PrOceedingS of the 53rd AnnUaI Meeting of the ASSOciatiOnfor Computational LingUiStics
 Neural word embedding as implicit matrix factorization,2014, AdvanceSin neural information PrOceSSing systems
 Better word representations with re-cursive neural networks for morphology,2013, CoNLL
 Efficient estimation of word represen-tations in vector space,2013, PrOceedingS of WorkShOP at ICLR
 Exploiting similarities among languages for ma-chine translation,2013, arXiv PrePrint arXiv:1309
 Distributed representa-tions of words and phrases and their compositionality,2013, AdVanceS in neuralinformation PrOceSSingSyStems
 Glove: Global vectors for wordrepresentation,2014, PrOceedingS OfEMNLP
 Deciphering related languages,2017, In EMNLP
 Hubs in space: Popular nearestneighbors in high-dimensional data,2010, JOUrnaI OfMachine Learning ReSearch
 Identifying word translations in non-parallel texts,1995, In Proceedings of the 33rdAnnual Meeting on Association for CompUtational LingUistics
 Automatic identification of word translations from unrelated english and ger-man corpora,1999, In PrOCeedingS of the 37th AnnUal Meeting of the ASSOCiatiOn for COmPUtatiOnalLingUiStics
 Deciphering foreign language,2011, In ACL
 The earth mover's distance as a metric forimage retrieval,2000, InternatiOnal jOUrnal of COmPUter vision
 A generalized solution of the orthogonal procrustes problem,1966, Psychometrika
 Bilingual word embeddings from non-parallel document-aligned data applied to bilingual lexicon induction,2015, PrOCeedingS of the 53rd AnnUal Meeting ofthe ASSOCiatiOn for COmPUtatiOnal LingUiStiCS (ACL 2015)
 Normalized word embedding and orthogonaltransform for bilingual word translation,2015, Proceedings OfNAACL
 Self-tuning spectral clustering,2005, In L
 Earth mover's distance minimization forunsupervised bilingual lexicon induction,2017, In PrOCeedingS of the 2017 COnferenCe on EmPiriCalMethOdS in NatUral LangUage Processing
 Adversarial training for unsupervisedbilingual lexicon induction,2017, Proceedings of the 53rd AnnUal Meeting of the ASSOCiatiOn forComputational LingUiStics
 Bilingual word embed-dings for phrase-based machine translation,2013, Proceedings OfEMNLP
