title,year,conference
 Semi-supervised kernel metric learning usingrelative comparisons,2016, arXiv preprint arXiv:1612
 Semi-supervised kernel mean shiftclustering,2014, IEEE transactions on pattern analysis and machine intelligence
 Locality preserving nonnegativematrix factorization,2009, In IJCAI
 Autodial:Automatic domain alignment layers,2017, In International Conference on Computer Vision
 Large scale spectral clustering with landmark-based representation,2011, InAAAI
 A survey of clustering with instance level,2007, Constraints
 A survey of constrained clustering,2016, In UnsupervisedLearning Algorithms
 Decaf: A deep convolutional activation feature for generic visual recognition,2014, In Icml
 Rich feature hierarchies for accurateobject detection and semantic segmentation,2014, In Computer Vision and Pattern Recognition
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Neural network-based clustering using pairwise constraints,2016, ICLRworkshop
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Siamese neural networks for one-shotimage recognition,2015, In ICML Deep Learning Workshop
 Human-level concept learningthrough probabilistic program induction,2015, Science
 The mnist database of handwritten digits,1998, 1998
 Fully convolutional networks for semanticsegmentation,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Learning transferable featureswith deep adaptation networks,2015, In Proceedings of the 32nd International Conference on MachineLearning
 Unsupervised domain adaptationwith residual transfer networks,2016, In Advances in Neural Information Processing Systems
 Deep transfer learning with jointadaptation networks,2017, In Proceedings of the 34th International Conference on Machine Learning
 Some methods for classification and analysis of multivariate observations,1967, InProceedings of the fifth Berkeley symposium on mathematical statistics and probability
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 A survey on transfer learning,1041, IEEE Trans
 Constrained 1-spectral clustering,2012, In AISTATS
 Asymmetric tri-training for unsuperviseddomain adaptation,2017, In Proceedings of the 34th International Conference on Machine Learning
 Learning transferrable repre-sentations for unsupervised domain adaptation,2016, In Advances in Neural Information ProcessingSystems
 Return of frustratingly easy domain adaptation,2016, InAAAI
 Deep domain confusion:Maximizing for domain invariance,2014, arXiv preprint arXiv:1412
 Adversarial discriminative domainadaptation,2017, In Computer Vision and Pattern Recognition (CVPR)
 Show and tell: A neuralimage caption generator,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Match-ing networks for one shot learning,2016, 2016
 Distance metric learning withapplication to clustering with side-information,2003, In Advances in neural information processingsystems
 Image clustering using localdiscriminant models and global integration,2010, IEEE Transactions on Image Processing
 Learning to compare image patches via convolutional neu-ral networks,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
