title,year,conference
 Black boxvariational inference for state space models,2015, arXiv preprint arXiv:1511
 Learning deep structuredmodels,2015, In International Conference on Machine Learning
 Sequential neural modelswith stochastic layers,2016, In Advances in Neural Information Processing Systems
 Conjugate-computation variational inference: Convertingvariational inference in non-conjugate models to inferences in conjugate models,2017, In Internationalconference on Artificial Intelligence and Statistics
 Auto-encoding variational Bayes,2013, arXiv preprintarXiv:1312
 Sigma-point filtering and smoothing based parameterestimation in nonlinear dynamic systems,2015, arXiv preprint arXiv:1504
 Deep Kalman filters,2015, arXiv preprintarXiv:1511
 Structured inference networks for nonlinear statespace models,2017, In AAAI
 Expectation propagation for approximate Bayesian inference,2001, In Proceedings of theConference on Uncertainty in Artificial Intelligence
 Stochastic backpropagation andapproximate inference in deep generative models,2014, arXiv preprint arXiv:1401
