title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, In ICLR
 The mathematics ofstatistical machine translation: Parameter estimation,1993, Computational Linguistics
 Convolutionalsequence to sequence learning,2017, arXiv preprint arXiv:1705
 DePthWise separable convolutions for neuralmachine translation,2017, arXiv preprint arXiv:1706
 Neural machine translation in linear time,2016, arXiv preprint arXiv:1610
 Sequence-level knowledge distillation,2016, In EMNLP
 Six challenges for neural machine translation,2017, arXiv preprintarXiv:1706
 Effective approaches to attention-based neural machine translation,2015, In EMNLP
 Plan-ning in sentence production: Evidence for the phrase as a default planning scope,2010, Cognition
 BLEU: A method for automaticevaluation of machine translation,2002, In ACL
 Neural machine translation of rare words withsubword units,2015, arXiv preprint arXiv:1508
 Attention is all you need,2017, arXiv preprint arXiv:1706
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine Learning
