title,year,conference
 Data-driven grasp synthesis—asurvey,2014, IEEETransactionsonRobotics
 Interpreting andexecuting recipes with a cooking robot,2018, In Experimental Robotics
 Finding antipodal point grasps on irregularly shaped objects,1993, IEEETransactions on Robotics and Automation
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, InC
 Semantic grasping: Planning robotic grasps functionally suitable foran object manipulation task,2012, In 2012 IEEE/RSJ International Conference on Intelligent Robotsand Systems
 A differentiable physics engine for deeplearning in robotics,2016, arXiv preprint arXiv:1611
 Diffpd: Differentiable projective dynamics with contact,2021, arXiv preprint arXiv:2101
 Soft material modeling for roboticmanipulation,2012, In Applied Mechanics and Materials
 Addressing function approximation error in actor-critic methods,2021, In International Conference on Machine Learning
 Flingbot: The unreasonable effectiveness of dynamic manipulation forcloth unfolding,2021, arXiv preprint arXiv:2105
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2017, 2017
 Local trajectory stabilization for dexterous manipulation via piece-wise affine approximations,2020, In 2020 IEEE International Conference on Robotics and Automation(ICRA)
 Interactive differentiablesimulation,2019, arXiv preprint arXiv:1905
 Augmenting differentiablesimulators with neural networks to close the sim2real gap,2020, arXiv preprint arXiv:2007
 Disect: Adifferentiable simulation engine for autonomous robotic cutting,2021, arXiv preprint arXiv:2105
 Indirect simultaneous positioning of deformable objects withmulti-pinching fingers based on an uncertain model,2000, Robotica
 Visuospatial foresight for physical sequentialfabric manipulation,2021, arXiv preprint arXiv:2102
 Amoving least squares material point method with displacement discontinuity and two-way rigidbody coupling,2018, ACM Transactions on Graphics (TOG)
 Chainqueen: A real-time differentiable physical simulatorfor soft robotics,2019, In 2019 International Conference on Robotics and Automation (ICRA)
 Difftaichi: Differentiable programming for physical simulation,2020, ICLR
 Probabilistic roadmaps forpath planning in high-dimensional configuration spaces,1996, IEEE transactions on Robotics andAutomation
 Rrt-connect: An efficient approach to single-query pathplanning,2000, In Proceedings 2000 ICRA
 Learning from multipledemonstrations using trajectory-aware non-rigid registration with applications to deformable objectmanipulation,2015, In 2015 IEEE/RSJ International Conference on Intelligent Robots and Systems(IROS)
 Softgym: Benchmarking deep reinforcementlearning for deformable object manipulation,2020, arXiv preprint arXiv:2011
 Diffaqua: A differentiable computational design pipeline for soft underwaterswimmers with shape interpolation,2021, ACM Transactions on Graphics (TOG)
 Dex-net 2,2017,0: Deep learning to plan robust grasps with synthetic pointclouds and analytic grasp metrics
 Sim-to-real reinforcement learning for deformableobject manipulation,2018, arXiv preprint arXiv:1806
 Automatic differentiationand continuous sensitivity analysis of rigid body dynamics,2020, arXiv preprint arXiv:2001
 Graspit! a versatile simulator for robotic grasping,2004, IEEE RoboticsAutomation Magazine
 Playing atari with deep reinforcement learning,2013, arXiv preprintarXiv:1312
 Discovery of complex behaviors throughcontact-invariant optimization,2012, ACM Transactions on Graphics (TOG)
 gradsim: Differ-entiable simulation for system identification and visuomotor control,2020, In International Conferenceon Learning Representations
 Combining self-supervised learning and imitation for vision-based rope manipulation,2017, In2017 IEEE international conference on robotics and automation (ICRA)
 Constructing force- closure grasps,1988, The International Journal of Robotics Research
 A direct method for trajectory optimization of rigidbodies through contact,2014, The International Journal of Robotics Research
 Scalable differentiable physics forlearning and control,2020, arXiv preprint arXiv:2007
 Manipulation planning for deformable linear objects,2007, IEEE Transactionson Robotics
 Deep imitationlearning of sequential fabric smoothing policies,2019, arXiv preprint arXiv:1910
 Contact-implicit trajectory optimization for dynamic object manipulation,2019, In 2019 IEEE/RSJ InternationalConference on Intelligent Robots and Systems (IROS)
 ConVolutional wasserstein distances: Efficient optimal transportation ongeometric domains,0730, ACM Trans
 Differentiablephysics and stable modes for tool-use and manipulation planning,2018, 2018
 Robust manipulation ofdeformable objects by a simple pid feedback,2001, In Proceedings 2001 ICRA
 Learning roboticmanipulation through Visual planning and acting,2019, arXiv preprint arXiv:1905
 Fast andfeature-complete differentiable physics for articulated rigid bodies with contact,2021, arXiv preprintarXiv:2103
 Self-supervised learning of state estimationfor manipulating deformable linear objects,2020, IEEE Robotics and Automation Letters
