title,year,conference
 Guacamol: benchmarkingmodels for de novo molecular design,2019, Journal of Chemical Information and Modeling
 Automated de novo moleculardesign by hybrid machine intelligence and rule-driven chemical synthesis,2019, Nature MachineIntelligence
 Machine learning in computer-aidedsynthesis planning,2018, Accounts of Chemical Research
 RDChiral: An rdkit wrapper for han-dling stereochemistry in retrosynthetic template extraction and application,2019, Journal of ChemicalInformation and Modeling
 A graph-convolutional neural network model for theprediction of chemical reactivity,2019, Chemical Science
 A robotic platformfor flow synthesis of organic compounds informed by ai planning,2019, Science
 Autonomous discovery in the chemicalsciences part i: Progress,2020, Angewandte Chemie International Edition
 Autonomous discovery in the chemicalsciences part ii: Outlook,2020, Angewandte Chemie International Edition
 Nearest neighbor pattern classification,1967, IEEE Transactions on InformationTheory
 A generative model for molecule generation based on chemicalreaction trees,2021, arXiv preprint arXiv:2106
 Deep learning for moleculardesign—a review of the state of the art,2019, Molecular Systems Design & Engineering
 Estimation of synthetic accessibility score of drug-likemolecules based on molecular complexity and fragment contributions,2009, Journal of cheminfor-matics
 Estimation of synthetic accessibility score of drug-likemolecules based on molecular complexity and fragment contributions,2009, Journal of Cheminformatics
 Differentiablescaffolding tree for molecular optimization,2021, arXiv preprint arXiv:2109
 Automatic chemical design using a data-driven continuousrepresentation of molecules,2018, ACS Central Science
 Learning to navigate thesynthetically accessible chemical space using reinforcement learning,2020, In International Conferenceon Machine Learning
 Exploring structure-activity data using the landscape paradigm,2012, Wiley Interdisci-plinary Reviews: Computational Molecular Science
 A collection of robust organic synthesisreactions for in silico molecule design,2011, Journal of Chemical Information and Modeling
 Dogs: reaction-driven de novo design ofbioactive compounds,2012, PLoS computational biology
 Molecular design in synthetically accessible chemical spacevia deep reinforcement learning,2020, ACS Omega
 Therapeutics data commons: machine learningdatasets and tasks for therapeutics,2021, arXiv preprint arXiv:2102
 Accurate multiobjectivedesign in a space of millions of transition metal complexes with neural-network-driven efficientglobal optimization,2020, ACS Central Science
 Junction tree variational autoencoder formolecular graph generation,2323, In International Conference on Machine Learning
 Hierarchical generation of molecular graphsusing structural motifs,2020, In International Conference on Machine Learning
 ChemBO: Bayesian optimization of small organic molecules with syn-thesizable recommendations,2020, In International Conference on Artificial Intelligence and Statistics
 Ultra-large library docking fordiscovering new chemotypes,2019, Nature
 The logic of translatingchemical knowledge into machine-processable forms: a modern playground for physical-organicchemistry,2019, Reaction Chemistry & Engineering
 Augmentinggenetic algorithms with deep neural networks for exploring the chemical space,2019, arXiv preprintarXiv:1909
 Frechetchemnet distance: a metric for generative models for molecules in drug discovery,2018, Journal ofChemical Information and Modeling
 Better informed distance geometry: using what we knowto improve conformation generation,2015, Journal of Chemical Information and Modeling
 Inverse molecular design using machinelearning: Generative models for matter engineering,2018, Science
 Generative models for automatic chemicaldesign,2020, In Machine Learning Meets Quantum Physics
 Molecular transformer: a model for uncertainty-calibrated chemicalreaction prediction,2019, ACS Central Science
 Predicting retrosyntheticpathways using transformer-based models and a hyper-graph exploration strategy,2020, ChemicalScience
 Planning chemical syntheses with deep neuralnetworks and symbolic ai,2018, Nature
 Zinc 15-ligand discovery for everyone,2015, Journal of ChemicalInformation and Modeling
 Computer-assisted synthetic planning: the end of thebeginning,2016, Angewandte Chemie International Edition
 The advent of generative chemistry,2020, ACSMedicinal Chemistry Letters
 Mars: Markovmolecular sampling for multi-objective drug discovery,2021, arXiv preprint arXiv:2103
 Inversedesign of nanoporous crystalline reticular materials with deep generative models,2021, Nature MachineIntelligence
 Graph convolutional policynetwork for goal-directed molecular graph generation,2018, arXiv preprint arXiv:1806
 Potent noncovalent inhibitors of the main protease of sars-cov-2 from molecular sculpting ofthe drug perampanel guided by free energy perturbation calculations,2021, ACS Central Science
 Optimization of moleculesvia deep reinforcement learning,2019, Scientific Reports
 Designing for a greenchemistry future,2020, Science
