title,year,conference
 Massive exploration of neural machinetranslation architectures,2017, In Proceedings of EMNLP
 Aspects of the Theory of Syntax,1965, The MIT Press
 Better hypothesis testing for statisticalmachine translation: Controlling for optimizer instability,2011, In Proceedings of the Association forComputational Lingustics
 Adversarial examples for evaluating reading comprehension systems,2017, InProceedings of EMNLP
 Reducing long queries using query quality predictors,2009, InProceedings of ACM SIGIR
 Deal or no deal? end-to-endlearning of negotiation dialogues,2017, In Proceedings of EMNLP
 Deep reinforce-ment learning for dialogue generation,2016, In Proceedings of EMNLP
 Microsoft COCO: common objects in context,2014, In Proceedings ofECCV 2014
 Paraphrasing revisited with neural machinetranslation,2017, In Proceedings of EACL
 Exploratory search: From finding to understanding,2006, Commun
 Task-oriented query reformulation with reinforcementlearning,2017, In Proceedings of EMNLP
 Glove: Global vectors for wordrepresentation,2014, In Proceedings of EMNLP
 Neural paraphrase generation with stacked residual LSTM networks,2016, In Proceedings of the26th International Conference on Computational Linguistics (COLING)
 Bidirectional AttentionFlow for Machine Comprehension,2017, In Proceedings of ICLR
 Introduction to Reinforcement Learning,1998, MIT Press
 Function optimization using connectionist reinforcement learningalgorithms,1991, Connection Science
 Computational fact checkingthrough query perturbations,2017, ACM Trans
 Duallearning for machine translation,2016, In Proceedings of the 30th International Conference on NeuralInformation Processing Systems
 The united nations parallel corpusv1,2016,0
