title,year,conference
 Single-frame 3d fluorescence mi-croscopy with ultraminiature lensless flatscope,2017, Science advances
 Diffusercam: lensless single-exposure 3d imaging,2018, Optica
 Scalable methods for 8-bit training ofneural networks,2018, In Advances in neural information processing systems
 Smash: one-shot model archi-tecture search through hypernetworks,2017, arXiv preprint arXiv:1708
 Proxylessnas: Direct neural architecture search on target taskand hardware,2018, arXiv preprint arXiv:1812
 Coded aperture imaging inx- and gamma-ray astronomy,1987, Space Science Reviews
 Learning sensor multiplexing design through back-propagation,2016, In Advances inNeural Information Processing Systems
 Deep optics for monocular depth estimation and 3d objectdetection,2019, In Proceedings of the IEEE International Conference on Computer Vision
 Rethinking atrousconvolution for semantic image segmentation,2017, arXiv preprint arXiv:1706
 Fasterseg:Searching for faster real-time semantic segmentation,2019, arXiv preprint arXiv:1912
 The cityscapes dataset for semanticurban scene understanding,2016, In Proc
 Scatter-Hole Cameras for X-Rays and Gamma Rays,1968, 
 Autogan: Neural architecture searchfor generative adversarial networks,2019, In Proceedings of the IEEE International Conference onComputer Vision
 Estimating face orientation from robust detection of salientfacial structures,2004, FG Net Workshop on Visual Observation of Deictic Gestures
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, arXiv preprint arXiv:1704
 Perceptual losses for real-time style transfer andsuper-resolution,2016, In European conference on computer vision
 All-optical machine learning using diffractive deep neural networks,0036, Science
 Hier-archical representations for efficient architecture search,2017, arXiv preprint arXiv:1711
 Darts: Differentiable architecture search,2018, arXivpreprint arXiv:1806
 Deep optics for single-shot high-dynamic-range imaging,2019, arXiv preprint arXiv:1908
 Efficient neural architecturesearch via parameter sharing,2018, arXiv preprint arXiv:1802
 Lenslesslight-field imaging with fresnel zone aperture: quasi-coherent coding,2018, Appl
 End-to-end optimization of optics and image processing forachromatic extended depth of field and super-resolution imaging,2018, ACM Transactions on Graphics(TOG)
 Filter distillation for network compression,2020, In 2020 IEEEWinter Conference on Applications of Computer Vision (WACV)
 IEEE Trans,2019, Comput
 Fbnet: Hardware-aware efficient convnet design viadifferentiable neural architecture search,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Phasecam3d—learning phase masks for passive single view depth estimation,2019, In 2019 IEEEInternational Conference on Computational Photography (ICCP)
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, In Computer Vision (ICCV)
