title,year,conference
 A derivation of n-dimensional spherical coordinates,1960, The American MathematicalMonthly
 Enriching Word Vectorswith Subword Information,2017, TACL
 Galaxy NetworkEmbedding: A Hierarchical Community Structure Preserving Approach,2018, In IJCAI
 Improving Distributional Similarity with LessonsLearned from Word Embeddings,2015, TACL
 Stein variational gradient descent: A general purpose Bayesian inferencealgorithm,2016, In NeurIPS
 Distributed Representa-tions of Words and Phrases and their Compositionality,2013, In NeurIPS
 WordNet: A Lexical Database for English,1995, Commun
 HierarchicalEmbeddings for Hypernymy Detection and Directionality,2017, In EMNLP
 Poincare Embeddings for Learning Hierarchical Represen-tations,2017, In NeurIPS
 Learning Continuous Hierarchies in the Lorentz Model ofHyperbolic Geometry,2018, In ICML
 Glove: Global Vectors for WordRepresentation,2014, In EMNLP
 Representation Tradeoffs for HyperbolicEmbeddings,2018, volume 80 of PMLR
 A bound for the error in the normal approximation to the distribution of a sumof dependent random variables,1972, In Proceedings of the Berkeley Symposium on MathematicalStatistics and Probability
 Hyperbolic Disk Embeddings for DirectedAcyclic Graphs,2019, In ICML
 Poincare Glove: Hyperbolic WordEmbeddings,2019, In ICLR
 Order-Embeddings of Images andLanguage,2016, In ICLR
 Word Representations via Gaussian Embedding,2015, In ICLR
 Differentiable learning of logical rules for knowledgebase reasoning,2017, In NeurIPS
