title,year,conference
 Layer normalization,2016, arXiv preprintarXiv:1607
 Compressing neural networks using the variational informationbottleneck,2018, 2018
 Towards a neural statistician,2016, arXiv preprint arXiv:1606
 Model-agnostic meta-learning for fast adaptationof deep networks,2017, In Proceedings of the International Conference on Machine Learning (ICML)
 Channel pruning guided by classification loss and featureimportance,2020, arXiv preprint arXiv:2003
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Distilling the knowledge in a neural network,2014, InNIPS Deep Learning Workshop
 Ccnet:Criss-cross attention for semantic segmentation,2019, In Proceedings of the International Conferenceon Computer Vision (ICCV)
 Learning to quantize deep networks by optimizing quantizationintervals with task loss,2019, In Proceedings of the IEEE International Conference on Computer Visionand Pattern Recognition (CVPR)
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in neural information processing systems
 Adap-tive network sparsification via dependent variational beta-bernoulli dropout,2019, 2019a
 Snip: Single-shot network pruningbased on connection sensitivity,2019, In Proceedings of the International Conference on LearningRepresentations (ICLR)
 Refinenet: Multi-path refinement networksfor high-resolution semantic segmentation,2017, In Proceedings of the IEEE International Conferenceon Computer Vision and Pattern Recognition (CVPR)
 Darts: Differentiable architectUre search,2019, InProceedings of the International Conference on Learning Representations (ICLR)
 Metapruning: Meta learning for automatic neural network channel pruning,2019, In Proceedingsof the International Conference on Computer Vision (ICCV)
 Learningefficient convolutional networks through network slimming,2017, In Proceedings of the InternationalConference on Computer Vision (ICCV)
 Thinet: A filter level pruning method for deep neuralnetwork compression,2017, In Proceedings of the IEEE international conference on computer vision
 Fine-grainedvisual classification of aircraft,2013, arXiv preprint arXiv:1306
 Stick-breaking variational autoencoders,2017, In Proceedings of theInternational Conference on Learning Representations (ICLR)
 Reptile: a scalable metalearning algorithm,2018, arXiv preprintarXiv:1803
 Deep convolutional neural networks for image classification: Acomprehensive review,2017, Neural computation
 Meta architecture search,2019, In Advances inNeural Information Processing Systems (NIPS)
 Attention is all you need,2017, In Advances in Neural InformationProcessing Systems (NIPS)
 Residual attention network for image classification,2017, In Proceedings of the IEEEInternational Conference on Computer Vision and Pattern Recognition (CVPR)
 Learning structured sparsity indeep neural networks,2016, In Advances in Neural Information Processing Systems (NIPS)
 Deep sets,2017, In Advances in Neural Information Processing Systems (NIPS)
 Discrimination-aware channel pruning for deep neural networks,2018, In Advances inNeural Information Processing Systems
