title,year,conference
 A theory of learning from different domains,2010, Machine learning
 Gender shades: Intersectional accuracy disparities in commer-cial gender classification,2018, In Conference on fairness
 Fair prediction with disparate impact: A study of bias in recidivismprediction instruments,2017, Big data
 The frontiers of fairness in machine learning,2018, arXivpreprint arXiv:1810
 The measure and mismeasure of fairness: A critical reviewof fair machine learning,2018, arXiv preprint arXiv:1808
 Ai for radiographic covid-19 detection selectsshortcuts over signal,2020, medRxiv
 Statistics of robust optimization: A generalizedempirical likelihood approach,2016, arXiv preprint arXiv:1610
 Censoring representations with an adversary,2015, In InternationalConference on Learning Representations
 Identifying statistical bias in dataset replication,2020, arXiv preprint arXiv:2005
 Shortcut learning in deep neural networks,2020, NatureMachine Intelligence
 Explaining and harnessing adversarialexamples,2015, In International Conference on Learning Representations
 In search of lost domain generalization,2020, arXiv preprintarXiv:2007
 Equality of opportunity in supervised learning,2016, InAdvances in neural information processing Systems
 Fairness withoutdemographics in repeated loss minimization,2018, In International Conference on Machine Learning
 Benchmarking neural network robustness to common cor-ruptions and perturbations,2019, In International Conference on Learning Representations
 Cycada: Cycle-consistent adversarial domain adaptation,2018, In Internationalconference on machine learning
 Preventing fairness gerryman-dering: Auditing and learning for subgroup fairness,2018, In International Conference on MachineLearning
 The implicit fairness criterion of unconstrainedlearning,2019, In International Conference on Machine Learning
 The variational fairautoencoder,2015, In International Conference on Learning Representations
 Learning adversarially fair andtransferable representations,2018, In International Conference on Machine Learning
 Dissecting racial biasin an algorithm used to manage the health of populations,2019, Science
 Distributionally robustneural networks for group shifts: On the importance of regularization for worst-case generaliza-tion,2019, In International Conference on Learning Representations
 Intriguing properties of neural networks,2014, In International Conference onLearning Representations
 Thedisproportionate impact of covid-19 on racial and ethnic minorities in the united states,2020, ClinicalInfectious Diseases
 Robust optimization for fairness with noisy protected groups,2020, In Neural InformationalProcessing Systems
 Fairness risk measures,2019, 2019
 Aspect-augmented adversarial networks fordomain adaptation,2017, Transactions of the Association for Computational Linguistics
 On learning invariantrepresentation for domain adaptation,2019, In International Conference on Machine Learning
 for n ∈1 ,2021, 
