title,year,conference
 Layer normalization,2016, arXiv preprintarXiv:1607
 Gnn-film: Graph neural networks with feature-wise linear modulation,2020, InInternational Conference on Machine Learning (ICML)
 Fast graph representation learning with pytorch geometric,2019, arXivpreprint arXiv:1903
 Neuralmessage passing for quantum chemistry,2017, In International Conference on Machine Learning (ICML)
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations (ICLR)
 Neural relationalinference for interacting systems,2018, In International Conference on Machine Learning (ICML)
 Directional message passing for moleculargraphs,2020, In International Conference on Learning Representations (ICLR)
 Efficiency of ab-initio total energy calculations for metalsand semiconductors using a plane-wave basis set,0927, Computational Materials Science
 Efficient iterative schemes for ab initio total-energy calculationsusing a plane-wave basis set,0163, Physical Review B
 Ab initio molecular-dynamics simulation of the liquid-metal-amorphous-semiconductor transition in germanium,0163, Physical Review B
 Spherical harmonics: an elementary treatise on harmonic functions withapplications,1947, 1947
 Density functional theory of atoms and molecules,1980, In Horizons of quantum chemistry
 Swish: a self-gated activation function,2017, arXivpreprint arXiv:1710
 Quantumchemistry structures and properties of 134 kilo molecules,2014, Scientific data
 Learning to simulate complex physics with graph networks,2020, In International Conferenceon Machine Learning (ICML)
 Schnet: A continuous-filter convolutional neural networkfor modeling quantum interactions,2017, In Advances in Neural Information Processing Systems (NIPS)
 Graph attention networks,2018, In International Conference on Learning Representations(ICLR)
 Crystal graph convolutional neural networks for an accurate andinterpretable prediction of material properties,2018, Physical review letters
