title,year,conference
 Remixmatch: Semi-supervised learning with distribution alignment and augmenta-tion anchoring,2019, arXiv preprint arXiv:1911
 A non-local algorithm for image denoising,2005, In 2005IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR’05)
 Adversarially learned inference,2016, arXiv preprint arXiv:1606
 Learning classifiers when thetraining data is not iid,2007, In IJCAI
 Explaining and harnessing adversarialexamples,2014, International Conference on Learning Representations
 Improving neural networks by preventing co-adaptation of feature detectors,2012, arXiv preprintarXiv:1207
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, International Conference on Machine Learning
 Semi-supervised learning via com-pact latent space clustering,2018, arXiv preprint arXiv:1806
 Semi-supervised classification with graph convolutional net-works,2016, International Conference on Learning Representations
 Semi-supervised learning with gans: Mani-fold invariance with improved inference,2017, In Advances in Neural Information Processing Systems
 Temporal ensembling for semi-supervised learning,2016, arXiv preprintarXiv:1610
 Semi-supervisedlearning with gans: Revisiting manifold regularization,2018, arXiv preprint arXiv:1805
 Triple generative adversarial nets,2017, arXiv preprintarXiv:1703
 Smooth neighbors on teacher graphsfor semi-supervised learning,2017, arXiv preprint arXiv:1711
 To-wards deep learning models resistant to adversarial attacks,2017, International Conference on LearningRepresentations
 Adversarial training methods for semi-supervised text classification,2016, International Conference on Learning Representations
 Virtual adversarial train-ing: a regularization method for supervised and semi-supervised learning,2017, arXiv preprintarXiv:1704
 Virtual adversarial training: aregularization method for supervised and semi-supervised learning,2018, IEEE transactions on patternanalysis and machine intelligence
 Globalversus localized generative adversarial nets,2018, In Proceedings of IEEE Conference on ComputerVision and Pattern Recognition (CVPR)
 A general framework for low level vision,1998, IEEEtransactions on image processing
 Virtual adversarial training on graphconvolutional networks in node classification,2019, In Chinese Conference on Pattern Recognition andComputer Vision (PRCV)
 Peer-nets: Exploiting peer wisdom against adversarial attacks,2018, International Conference on LearningRepresentations
 Mean teachers are better role models: Weight-averaged consis-tency targets improve semi-supervised deep learning results,2017, In Advances in neural informationprocessing systems
 On the uniform convergence of relative frequencies ofevents to their probabilities,2015, In Measures of complexity
 Graph attention networks,2017, International Conference on Learning Representations
 Non-local neural networks,2018, InProceedings of the IEEE conference on computer vision and pattern recognition
 Tangent-normal adversarial regularizationfor semi-supervised learning,2019, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 mixup: Beyond empiricalrisk minimization,2017, Conference on Neural Information Processing Systems
