title,year,conference
 Successor features for transfer in reinforcement learning,2017, In I
 A model of inductive bias learning,2011, CoRR
 Openai gym,2016, CoRR
 Learning phrase representations using RNN encoder-decoder for statistical ma-chine translation,2014, CoRR
 Benchmarking deepreinforcement learning for continuous control,2016, CoRR
 Model-agnostic meta-learning for fast adaptationof deep networks,2017, CoRR
 A Tutorial on Linear Function Approx-imators for Dynamic Programming and Reinforcement Learning,1601, Now Publishers Inc
 Learning invariantfeature spaces to transfer skills with reinforcement learning,2017, CoRR
 Meta-reinforcement learning of structured exploration strategies,2018, CoRR
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, CoRR
 Composing entropic Poli-cies using divergence correction,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Provably efficient reinforcementlearning with linear function approximation,2019, CoRR
 Deep reinforce-ment learning for sequence to sequence models,2018, CoRR
 Actor-critic algorithms,2000, In Advances in Neural InformationProcessing Systems 12
 End-to-end training of deep vi-suomotor policies,2015, CoRR
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Meta-reinforcement learningrobust to distributional shift via model identification and experience relabeling,2020, arXiv preprintarXiv:2006
 Playing atari with deep reinforcement learning,2013, CoRR
 On the sample complexity of reinforcement learning withpolicy space generalization,2020, arXiv preprint arXiv:2008
 A survey on transfer learning,2009, IEEE Transactions on knowledgeand data engineering
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, CoRR
 Promp: Proximalmeta-policy search,2018, CoRR
 Universal value function approxima-tors,2015, volume 37 of Proceedings ofMachine Learning Research
 Reinforcement learning upside down: Don’t predict rewards-just map themto actions,2019, arXiv preprint arXiv:1912
 Trust regionpolicy optimization,2015, CoRR
 Deep reinforcement learning with double q-learning,2015, CoRR
