title,year,conference
 A survey of robot learningfrom demonstration,0921, Robotics and Autonomous Systems
 From the perception of action to the understanding ofintention,2001, Nature reviews neuroscience
 Extrapolating beyond sub-optimal demonstrations via inverse reinforcement learning from observations,2019, In InternationalConference on Machine Learning
 Better-than-demonstrator imitation learning viaautomatically-ranked demonstrations,2020, In Conference on Robot Learning
 Imitating latent policiesfrom observation,1755, In International Conference on Machine Learning
 Generalizing skills with semi-supervised reinforcement learning,2016, CoRR
 One-shot visual imitationlearning via meta-learning,2017, CoRR
 Generative adversarial nets,2014, In Z
 Dimensionality reduction by learning an invariantmapping,2006, In 2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition(CVPR’06)
 Spatial pyramid pooling in deep convolutional networksfor visual recognition,0162, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Auto-encoding variational bayes,2014, International ConferenceonLearning Representations (ICLR)
 Continuous control with deep reinforcement learning,2015, CoRR
 Imitation from observation:Learning to imitate behaviors from raw video via context translation,2017, CoRR
 Learning human behaviors from motion capture by adversarial imitation,2017, CoRR
 Visualreinforcement learning with imagined goals,2018, CoRR
 Algorithms for inverse reinforcement learning,2000, In Icml
 Zero-shot visual imitation,2018, CoRR
 Deeploco: Dynamiclocomotion skills using hierarchical deep reinforcement learning,0730, ACM Trans
 A reduction of imitation learning and struc-tured prediction to no-regret online learning,2011, In Geoffrey Gordon
 Trust regionPolicy oPtimization,2015, In International conference on machine learning
 Time-contrastive networks: Self-suPervised learning from multi-view observation,2017, CoRR
 Time-contrastive networks: Self-suPervised learning from video,2018, In2018 IEEE International Conference on Robotics and Automation (ICRA)
 Third-Person visual imitationlearning via decouPled hierarchical controller,2019, In H
 Provably efficient imita-tion learning from observation alone,2019, In ICML
 Behavioral Cloning from Observation,2018, (July)
 Reinforcement learning in continuous state and action spaces,2012, In ReinforcementLearning
 In I,2017, Guyon
 Imitation learning from observations by minimizing inverse dynamics disagreement,2019, InH
 One-shot imitation from observing humans via domain-adaptive meta-learning,2018, CoRR
 Deep learning representationusing autoencoder for 3d shape retrieval,2016, Neurocomputing
