title,year,conference
 Fixinga broken elbo,2018, In International Conference on Machine Learning
 Large scale GAN training for high fidelitynatural image synthesis,2019, In International Conference on Learning Representations
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InD
 Variational Lossy Autoencoder,2017, In Proc
 Domain-adversarial training of neural net-works,2016, J
 Timitacoustic-phonetic continuous speech corpus,1992, Linguistic Data Consortium
 Shaping belief states with generative environment models for RL,2019, In Advances in NeuralInformation Processing Systems 32
 Pixelvae: A latent variable model for natural images,2017, In 5th InternationalConference on Learning Representations
 Lagging inference net-works and posterior collapse in variational autoencoders,2019, In International Conference on LearningRepresentations
 beta-vae: Learning basic visual concepts with aconstrained variational framework,2017, In International Conference on Learning Representations
 Learningto decompose and disentangle representations for video prediction,2018, In S
 Unsupervised learning of disentangled and interpretablerepresentations from sequential data,2017, In Advances in Neural Information Processing Systems 30
 Stabilizing adversarial invariance inductionfrom divergence minimization perspective,2020, In Christian Bessiere (ed
 Discovery and separation of features for invariant representation learning,2019, CoRR
 Deep convolutionalinverse graphics network,2015, In C
 A unified featuredisentangler for multi-domain image translation and manipulation,2018, In S
 Challenging common assumptions in the unsupervised learningof disentangled representations,2019, In Proceedings of the 36th International Conference on MachineLearning
 MAE: Mutual posterior-divergence regularizationfor variational autoencoders,2019, In International Conference on Learning Representations
 Pixelgan autoencoders,2017, In Advances in Neural InformationProcessing Systems 30
 Spectral normalizationfor generative adversarial networks,2018, In International Conference on Learning Representations
 Learning in implicit generative models,2017, CoRR
 Invariant rep-resentations without adversarial training,2018, In Advances in Neural Information Processing Systems
 Ccmi : Classifier based conditional mutualinformation estimation,2019, In International Conference on Uncertainity in Artificial Intelligence
 Semi-supervised stylegan for disentanglement learning,2020, CoRR
 On variationalbounds of mutual information,2019, In Proceedings of the 36th International Conference on MachineLearning
 Preventing posterior collapse withdelta-VAEs,2019, In International Conference on Learning Representations
 Weakly supervised disen-tanglement with guarantees,2020, In International Conference on Learning Representations
 Fashion-mnist: a novel image dataset for benchmark-ing machine learning algorithms,2017, CoRR
 Controllable invariancethrough adversarial feature learning,2017, In I
 Disentangled sequential autoencoder,2018, In Proceedings of the 35thInternational Conference on Machine Learning
