title,year,conference
 Mixhop: Higher-order graph convolutionalarchitectures via sparsified neighborhood mixing,2019, arXiv preprint arXiv:1905
 Transductive inference for text classification using support vector machines,1999, InIcml
 Semi-supervised classification with graph convolutional net-works,2016, arXiv preprint arXiv:1609
 Pseudo-label: The simple and efficient semi-supervised learning method for deepneural networks,2013, In Workshop on challenges in representation learning
 Deepwalk: Online learning of social repre-sentations,2014, In Proceedings of the 20th ACM SIGKDD international conference on Knowledgediscovery and data mining
 Contractive auto-encoders: Explicit invariance during feature extraction,2011, 01 2011
 Graph attention networks,2017, arXiv preprint arXiv:1710
 Extracting and compos-ing robust features with denoising autoencoders,2008, pp
 Heterogeneousgraph attention network,2019, In The World Wide Web Conference
 Revisiting semi-supervised learning withgraph embeddings,2016, In International conference on machine learning
 Semi-supervised learning using gaussian fieldsand harmonic functions,2003, volume 3
