title,year,conference
 Variationalimage compression with a scale hyperprior,2018, In Proceedings of the 6th International Conferenceon Learning Representations (ICLR)
 Diagnosing and enhancing vae models,2019, In International Conference onLearning Representations (ICLR)
 Theoretical foundations of transform coding,2001, IEEE Signal Processing Magazine
 Evaluating lossy compressionrates of deep generative models,2020, In Proceedings of the 37th International Conference on MachineLearning (ICML)
 Adaptive wiener filtering of noisy images and imagesequences,2003, In IEEE International Conference on Image Processing
 Rate-distortion optimizationguided autoencoder for generative analysis,2020, In Proceedings of the 37th International Conferenceon Machine Learning (ICML)
 Auto-encoding variational bayes,2014, In Proceedings of the 2ndInternational Conference on Learning Representations (ICLR)
 Challenging common assumptions in the unsupervised learningof disentangled representations,2019, In Proceedings of the 36th International Conference on MachineLearning (ICML)
 Information constraints on auto-encoding variational bayes,2018, In Advances in Neural Information Processing Systems
 Rate-distortion optimization for video compression,1998, IEEESignal Processing Magazine
 Image qualityassessment: from error visibility to structural similarity,2001, IEEE Trans
