title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, In 3rd International Conference on Learning Representations
 Bayesian sets,2006, In Advances in neural informationprocessing Systems
 IndUctive representation learningon large graphs,2017, In Advances in Neural Information Processing Systems 30: AnnualConference on Neural Information Processing Systems 2017
 Attention-based deep mUltiple instancelearning,2018, In Proceedings of the 35th International Conference on Machine Learning
 ConvolUtional neUral networks for sentence classification,2014, In Proceedings of the 2014Conference on Empirical Methods in Natural Language Processing
 Semi-sUpervised classification with graph convolUtional net-works,2017, In 5th International Conference on Learning Representations
 A simple neural network module for relational reasoning,2017, InAdvances in neural information processing systems
 Graph attention networks,2018, In ICLR’18
 On thelimitations of representing fUnctions on sets,2019, arXiv preprint arXiv:1901
 3d shapenets: A deep representation for volUmetric shapes,2015, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Uninorm aggregation operators,1996, Fuzzy sets and systems
 Deep sets,2017, In I
