title,year,conference
 Symmetry-adaptedrepresentation learning,2019, Pattern Recognition
 Infinite conformalsymmetry in two-dimensional quantum field theory,1984, Nuclear Physics B
 Learning invariances inneural networks,2020, arXiv preprint arXiv:2010
 Group equivariant convolutional networks,2016, In International conferenceon machine learning
 Steerable cnns,2016, arXiv preprint arXiv:1612
 Spherical cnns,2018, arXiv preprintarXiv:1801
 A general theory of equivariant cnns on ho-mogeneous spaces,2019, In Advances in Neural Information Processing Systems
 Generalizing convolutionalneural networks for equivariance to lie groups on arbitrary continuous data,2020, arXiv preprintarXiv:2002
 Deep models ofinteractions across sets,2018, arXiv preprint arXiv:1803
 On the generalization of equivariance and convolution in neuralnetworks to the action of compact groups,2018, arXiv preprint arXiv:1802
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Learning lie groups for invariant visual perception,1999, InAdvances in neural information processing systems
 Universal equivariant multilayer perceptrons,2020, arXiv preprint arXiv:2002
 An unsupervised algorithm forlearning lie group transformations,2010, arXiv preprint arXiv:1001
 3d steerable cnns:Learning rotationally equivariant features in volumetric data,2018, In Advances in Neural InformationProcessing Systems
 Learning steerable filters for rotationequivariant cnns,2018, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Harmonicnetworks: Deep translation and rotation equivariance,2017, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
