title,year,conference
 End to end learningfor self-driving cars,2016, arXiv preprint arXiv:1604
 Engineering ai systems: A researchagenda,2020, arXiv preprint arXiv:2001
 Self-driving car steering angle prediction based onimage recognition,2019, arXiv preprint arXiv:1912
 End-to-end deep learning for steering au-tonomous vehicles considering temporal dependencies,2017, arXiv preprint arXiv:1710
 Two-frame motion estimation based on polynomial expansion,2003, In Scandinavianconference on Image analysis
 Federated learning for mobilekeyboard prediction,2018, arXiv preprint arXiv:1811
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Federated optimization:Distributed machine learning for on-device intelligence,2016, arXiv preprint arXiv:1610
 On the convergence offedavg on non-iid data,2019, arXiv preprint arXiv:1907
 Machinelearning with big data: Challenges and approaches,2017, IEEE Access
 Machinelearning with big data: Challenges and approaches,2017, IEEE Access
 Federated learningfor emoji prediction in a mobile keyboard,2019, arXiv preprint arXiv:1906
 Two-stream convolutional networks for action recognitionin videos,2014, In Advances in neural information processing systems
