title,year,conference
 On the alignment problem in multi-headattention-based neural machine translation,2018, In Proceedings of the Third Conference on MachineTranslation: Research Papers
 Incorporating discrete translation lexiconsinto neural machine translation,2016, In Proceedings of the 2016 Conference on Empirical Methods inNatural Language Processing
 Layer normalization,2016, CoRR
 Neural machine translation by jointlylearning to align and translate,2015, In Proceedings of the 3rd International Conference on LearningRepresentations
 Themathematics of statistical machine translation: Parameter estimation,1993, Computational Linguistics
 Content word aware neural machinetranslation,2020, In Proceedings of the 58th Annual Meeting of the Association for ComputationalLinguistics
 Hierarchical phrase-based translation,2007, Computational Linguistics
	Clause restructuring for statisticalmachine translation,2005, In Proceedings of the 43rd Annual Meeting of the Association forComputational Linguistics (ACL’05)
 Jointly learning to alignand translate with transformer models,2019, In Proceedings of the 2019 Conference on EmpiricalMethods in Natural Language Processing and the 9th International Joint Conference on NaturalLanguage Processing
 A convolutional encoder modelfor neural machine translation,2017, In Proceedings of the 55th Annual Meeting of the Associationfor Computational Linguistics
 Incorporating copying mechanism insequence-to-sequence learning,1631, In Proceedings of the 54th Annual Meeting of the Association forComputational Linguistics (Volume 1: Long Papers)
 Look harder: A neural machine translationmodel with hard attention,2019, In Proceedings of the 57th Annual Meeting of the Associationfor Computational Linguistics
 On using very large targetvocabulary for neural machine translation,2015, In Proceedings of the 53rd Annual Meeting of theAssociation for Computational Linguistics and the 7th International Joint Conference on NaturalLanguage Processing
 Statistical phrase-based translation,2003, In Proceedingsof the 2003 Human Language Technology Conference of the North American Chapter of theAssociation for Computational Linguistics
 Data-dependent gaussian prior objective for language generation,2020, In InternationalConference on Learning Representations
 Tree-to-string alignment template for statistical machinetranslation,2006, In Proceedings of the 21st International Conference on Computational Linguisticsand 44th Annual Meeting of the Association for Computational Linguistics
 Addressing the rareword problem in neural machine translation,2015, In Proceedings of the 53rd Annual Meeting of theAssociation for Computational Linguistics and the 7th International Joint Conference on NaturalLanguage Processing
 Vocabulary manipulation for neural machinetranslation,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics (Volume 2: Short Papers)
 Pre-translation for neural machinetranslation,2016, In Proceedings of COLING 2016
 Neural machine translation of rare words withsubword units,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics (Volume 1: Long Papers)
 Topological ordering of functionwords in hierarchical phrase-based translation,2009, In Proceedings of the Joint Conference ofthe 47th Annual Meeting of the ACL and the 4th International Joint Conference on NaturalLanguage Processing of the AFNLP
 Modeling coverage forneural machine translation,2016, In Proceedings of the 54th Annual Meeting of the Associationfor Computational Linguistics
 Context gates for neuralmachine translation,2017, Transactions of the Association for Computational Linguistics
 Attention is all you need,2017, In I
 Translating phrases in neural machinetranslation,2017, In Proceedings of the 2017 Conference on Empirical Methods in NaturalLanguage Processing
 Neural machinetranslation with word predictions,2017, In Proceedings of the 2017 Conference on EmpiricalMethods in Natural Language Processing
 Models andinference for prefix-constrained machine translation,2016, In Proceedings of the 54th Annual Meetingof the Association for Computational Linguistics (Volume 1: Long Papers)
 Improving neural machinetranslation with soft template prediction,2020, In Proceedings of the 58th Annual Meeting of theAssociation for Computational Linguistics
