title,year,conference
 Freebase: Acollaboratively created graph database for structuring human knowledge,2008, In Proceedings ofthe 2008 ACM SIGMOD International Conference on Management ofData
 Convolutional 2DKnowledge Graph Embeddings,2018, In Proceedings of the 32nd AAAI Conference on ArtificialIntelligence
 Deep quaternion networks,2018, In 2018 International JointConference on Neural Networks (IJCNN)
 Understanding the difficulty of training deep feedfor-ward neural networks,2010, In Proceedings of the thirteenth international conference on artificialintelligence and statistics
 Knowledge Graph Embeddingvia Dynamic Mapping Matrix,2015, In Proceedings of the 53rd Annual Meeting of the Associationfor Computational Linguistics and the 7th International Joint Conference on Natural LanguageProcessing (Volume 1: Long Papers)
 Simple embedding for link prediction in knowledgegraphs,2018, In Advances in neural information processing systems
 Canonical tensor decompositionfor knowledge base completion,2018, In International Conference on Machine Learning
 Wordnet: a lexical database for english,1995, Communications of the ACM
 ConvolutionalNeural Network-based Model for Knowledge Base Completion and Its Application to SearchPersonalization,2019, Semantic Web
 A Novel Embed-ding Model for Knowledge Base Completion Based on Convolutional Neural Network,2018, InProceedings of the 2018 Conference of the North American Chapter of the Association forComputational Linguistics: Human Language Technologies
 A Relational Memory-based EmbeddingModel for Triple Classification and Search Personalization,2020, In Proceedings of the 58th AnnualMeeting of the Association for Computational Linguistics (ACL)
 An Overview of Embedding Models of Entities and Relationships forKnowledge Base Completion,2017, arXiv preprint
 STransE: a novel embeddingmodel of entities and relationships in knowledge bases,2016, In Proceedings of the 2016 Conferenceof the North American Chapter of the Association for Computational Linguistics: HumanLanguage Technologies
 Quaternion recurrent neural networks,2019, In InternationalConference on Learning Representations (ICLR)
 QUaternion convolUtional neUral networks for end-to-endautomatic speech recognition,2018, In The 19th Annual Conference of the International SpeechCommunication Association (Interspeech)
 Modeling relational data with graph convolutional networks,2018, In European SemanticWeb Conference
 Reasoning WithNeural Tensor Networks for Knowledge Base Completion,2013, In Advances in Neural InformationProcessing Systems 26
 Rotate: Knowledge graph em-bedding by relational rotation in complex space,2019, In International Conference on LearningRepresentations
 Observed Versus Latent Features for Knowledge Base andText Inference,2015, In Proceedings of the 3rd Workshop on Continuous Vector Space Models andtheir Compositionality
 In-teracte: Improving convolution-based knowledge graph embeddings by increasing featureinteractions,2020, In International Conference on Learning Representations
 Knowledge graph embedding with entityneighbors and deep memory network,2018, arXiv preprint arXiv:1808
 ReInceptionE: Relation-aware inception network with joint local-global structural information for knowledge graphembedding,2020, In Proceedings of the 58th Annual Meeting of the Association for ComputationalLinguistics
 Embedding Entities andRelations for Learning and Inference in Knowledge Bases,2015, In Proceedings of the InternationalConference on Learning Representations
 Quaternion knowledge graph embeddings,2019, InAdvances in Neural Information Processing Systems
 Quaternion convolutional neuralnetworks,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
