title,year,conference
 Hierarchical optimization: An introduction,1992, Annals ofOperations Research
 A theory of learning from different domains,2010, Machine learning
 Path-level network transformationfor efficient architecture search,2018, International Conference on Machine Learning
 Searching for efficient multi-scale architectures for dense imageprediction,2018, In Advances in neural information processing systems
 Bilevelprogramming for hyperparameter optimization and meta-learning,2018, ICML
 Unsupervised domain adaptation by backpropagation,2015, InFrancis Bach and David Blei (eds
 Akernel method for the two-sample-problem,2007, In Advances in neural information processing systems
 Associative domain adaptation,2017, In 2017IEEE International Conference on Computer Vision (ICCV)
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 CyCADA: Cycle-consistent adversarial domain adaptation,2018, In Jennifer Dy andAndreas Krause (eds
 Learning to discovercross-domain relations with generative adversarial networks,2017, In Doina Precup and Yee WhyeTeh (eds
 Fast BayesianOptimization of Machine Learning Hyperparameters on Large Datasets,2017, In Aarti Singh andJerry Zhu (eds
 Learning multiple layers of features from tiny images,2009, 2009
 Co-regularized alignment for unsupervised domainadaptation,2018, In S
 A unified featuredisentangler for multi-domain image translation and manipulation,2018, CoRR
 Progressive neural architecture search,2018, In Proceedingsof the European Conference on Computer Vision (ECCV)
 Hierar-chical representations for efficient architecture search,2018, ICLR
 Coupled generative adversarial networks,2016, In Advances in neuralinformation processing systems
 Learning transferable featureswith deep adaptation networks,2015, In Francis Bach and David Blei (eds
 Deep transfer learning withjoint adaptation networks,2017, In Proceedings of the 34th International Conference on MachineLearning
 Conditional adversarialdomain adaptation,2018, In Advances in Neural Information Processing Systems
 Scalable gradient-based tuningof continuous regularization hyperparameters,2016, In International conference on machine learning
 Gradient-based hyperparameter optimizationthrough reversible learning,2015, In International Conference on Machine Learning
 In D,2009, Koller
 Hyperparameter optimization with approximate gradient,2016, 2016
 Synthetic to real adaptation with generative correlation alignmentnetworks,2018, In 2018 IEEE Winter Conference on Applications of Computer Vision
 Aging evolution for image classifierarchitecture search,2019, In AAAI 2019
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence
 Maximum classifierdiscrepancy for unsupervised domain adaptation,2018, In The IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Generate to adapt:Aligning domains using generative adversarial networks,2018, In Proceedings of the IEEE Conferenceon Computer Vision and Pattern Recognition
 Convolutional neural fabrics,2016, In Advances in Neural InformationProcessing Systems
 Very deep convolutional networks for large-scale imagerecognition,2014, CoRR
 The German Traffic SignRecognition Benchmark: A multi-class classification competition,2011, In IEEE International JointConference on Neural Networks
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 EfficientNet: Rethinking model scaling for convolutional neuralnetworks,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 Mnasnet: Platform-aware neural architecture search for mobile,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Deep domain confusion:Maximizing for domain invariance,2014, arXiv preprint arXiv:1412
 Adversarial discriminative domainadaptation,2017, In Computer Vision and Pattern Recognition (CVPR)
 Network morphism,2016, In InternationalConference on Machine Learning
 d-sne: Domain adaptation using stochastic neighborhood embedding,2019, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Dualgan: Unsupervised dual learningfor image-to-image translation,2017, In ICCV
 Towards automated deep learning:Efficient joint neural architecture and hyperparameter search,2018, ICML 2018 Workshop on AutoML(AutoML 2018)
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, In Computer Vision (ICCV)
 Neural architecture search with reinforcement learning,2017, ICLR
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
