title,year,conference
 Delving deep into rectifiers: Surpassing human-level perfor-mance on imagenet classification,2015, In 2015 IEEE International Conference on Computer Vision(ICCV)
 Deep residual learning for image recog-nition,2016, In CVPR
 Mask r-cnn,2017, In Proceedings oftheInternational Conference on Computer Vision (ICCV)
 Learning multiple layers of features from tiny images,2009, Technical report
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Snip: Single-shot network pruningbased on connection sensitivity,2019, In ICLR
 A signal propaga-tion perspective for pruning neural networks at initialization,2020, In ICLR
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Neural Information Processing Systems (NIPS)
 Picking winning tickets before training bypreserving gradient flow,2020, In ICLR
 Neural architecture search with reinforcement learning,2017, In ICLR
