title,year,conference
 ProxylessNAS: Direct Neural Architecture Search on TargetTask and Hardware,2019, In International Conference on Learning Representations
 FairNAS: Rethinking Evaluation Fairnessof Weight Sharing Neural Architecture Search,2019, arXiv preprint arXiv:1907
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR09
 NAS-Bench-201: Extending the Scope of Reproducible Neural Archi-tecture Search,2020, In International Conference on Learning Representations (ICLR)
 Sin-gle Path One-Shot Neural Architecture Search with Uniform Sampling,2020, In European Conferenceon Computer Vision
 Deep Residual Learning for ImageRecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Evaluatingthe Search Phase of Neural Architecture Search,2019, CoRR
 Nas-bench-101: Towards reproducible neural architecture search,2019, In International Conference onMachine Learning
 Few-shot NeuralArchitecture Search,2020, arXiv preprint arXiv:2006
 Neural Architecture Search with Reinforcement Learning,2016, 2016
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
