title,year,conference
 Infants parse dynamic action,2001, Childdevelopment
 Large-scale analysis of soccer matchesusing spatiotemporal tracking data,2014, In 2014 IEEE International Conference on Data Mining
 Spectral networks and locally connectednetworks on graphs,2014, In ICLR
 Toyota smarthome: Real-world activities of daily living,2019, In The IEEE International Conferenceon Computer Vision (ICCV)
 Structure inference machines: Recurrent neuralnetworks for analyzing relations in group activity recognition,2016, In 2016 IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Neural logic machines,2019, InICLR
 Long short-term memory,1997, Neural Comput
 A hierarchical deeptemporal model for group activity recognition,2016, In 2016 IEEE Conference on Computer Vision and PatternRecognition (CVPR)
 A framework for recognizing multi-agent action from visual evidence,1999, InAAAI
 Action genome: Actions as composition ofspatio-temporal scene graphs,2020, In CVPR
 Adam: A method for stochastic optimization,2017, In ICLR
 Something-else:Compositional action recognition with spatial-temporal interaction networks,2020, In CVPR
 The stuff of thought: Language as a window into human nature,2007, Penguin
 The temporal logic of programs,1977, In FOCS
 stagnet: An attentive semanticrnn for group activity recognition,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Learning latent temporal structure for complex event detection,2012, InCVPR
 Combining the right features for complex eventrecognition,2013, In ICCV
 Event modeling and recognition using markov logic networks,2008, In ECCV
 What do people think they’re doing? action identification and humanbehavior,1987, Psychol
 Temporalsegment networks: Towards good practices for deep action recognition,2016, In ECCV
 Videos as space-time region graphs,2018, In ECCV
 Non-local neural networks,2018, In CVPR
 Spatial temporal graph convolutional networks for skeleton-basedaction recognition,2018, In AAAI
 Event perception:a mind-brain perspective,2007, Psychol
 Temporal relational reasoning in videos,2018, InECCV
 Explainable video actionreasoning via prior knowledge and state transitions,2019, In MM
