title,year,conference
 Modular learning in neural networks,1987, In AAAI
 Better mixing via deep representa-tions,2013, In International conference on machine learning
 Understanding and improvinginterpolation in autoencoders via an adversarial regularizer,2018, arXiv preprint arXiv:1807
 beta-vae: Learning basic visual concepts with a constrained variationalframework,2017, In ICLR
 Presentation and validation of the radboud faces database,2010, Cognitionand emotion
 The global k-means clustering algorithm,2003, Patternrecognition
 Interfacegan: Interpreting the disentangledface representation learned by gans,2020, arXiv preprint arXiv:2005
 Semantic hierarchy emerges in deep generative represen-tations for scene synthesis,2019, arXiv preprint arXiv:1911
 Perceptual generativeautoencoders,2019, arXiv preprint arXiv:1906
 Adversarially regularizedautoencoders,2018, In International Conference on Machine Learning
