title,year,conference
 On pearl’s hierarchy and the foundations of causalinference,2020, ACM Special Volume in Honor of Judea Pearl (provisional title)
 Bandits with unobserved confounders: A causalapproach,2015, In Advances in Neural Information Processing Systems
 Deep learning of representations: Looking forward,2013, In International Conference onStatistical Language and Speech Processing
 Openai gym,2016, arXiv preprint arXiv:1606
 Go-explore: a newapproach for hard-exploration problems,2019, arXiv preprint arXiv:1901
 Counterfactual data-fusion for online reinforce-ment learners,2017, In International Conference on Machine Learning
 Taming the noise in reinforcement learning via softupdates,2015, arXiv preprint arXiv:1512
 Explaining and harnessing adversarialexamples,2015, ICLR
 Temporaldifference variational auto-encoder,2018, arXiv preprint arXiv:1806
 Visualizing and understandingatari agents,2018, In International Conference on Machine Learning
 Deep reinforcement learning forrobotic manipulation with asynchronous off-policy updates,2017, In 2017 IEEE international conferenceon robotics and automation (ICRA)
 Learning latent dynamics for planning from pixels,2018, arXiv preprint arXiv:1811
 Q lamda with off-policycorrections,2016, In International Conference on Algorithmic Learning Theory
 Towards a definition of disentangled representations,2018, arXiv preprintarXiv:1812
 Adversarial attackson neural network policies,2017, arXiv preprint arXiv:1702
 Meta reinforcement learning as task inference,2019, arXiv preprint arXiv:1905
 Deep variationalreinforcement learning for pomdps,2018, In International Conference on Machine Learning
 Causal identification under markov equivalence:Completeness results,2019, In International Conference on Machine Learning
 Unity: A general platform for intelligent agents,2018, arXiv preprint arXiv:1809
 Planning and acting in partiallyobservable stochastic domains,1998, Artificial intelligence
 Qt-opt: Scalable deepreinforcement learning for vision-based robotic manipulation,2018, arXiv preprint arXiv:1806
 Semiparametric theory and empirical processes in causal inference,2016, In Statisticalcausal inferences and their applications in public health research
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Bayesian policy optimization for model uncertainty,2018, arXiv preprint arXiv:1810
 Tacticsof adversarial attack on deep reinforcement learning agents,2017, arXiv preprint arXiv:1703
 Causaleffect inference with deep latent-variable models,2017, In Advances in Neural Information ProcessingSystems
 Deconfounding reinforce-ment learning in observational settings,2018, arXiv preprint arXiv:1812
 Learning to navigate incomplex environments,2016, arXiv preprint arXiv:1611
 Human-level controlthrough deep reinforcement learning,2015, Nature
 Asynchronous methods for deep reinforcementlearning,2016, In International conference on machine learning
 Neural belief states for partially observed domains,2018, In NeurIPS 2018workshop on Reinforcement Learning under Partial Observability
 Causal diagrams for empirical research,1995, Biometrika
 On the testability of causal models with latent and instrumental variables,1995, In Proceedingsof the Eleventh conference on Uncertainty in artificial intelligence
 Adversarialtraining can hurt generalization,2019, arXiv preprint arXiv:1906
 Uniform consistency incausal inference,2003, Biometrika
 Reinforcement learning in markovian and non-markovian environments,1991, InAdvances in neural information processing systems
 DoWhy a python package for causal inference,2019, KDD 2019workshop
 Mastering the game of go withouthuman knowledge,2017, Nature
 Intriguing properties of neural networks,2014, International Conference on LearningRepresentations
 Off-policy evaluation in partially observable environ-ments,2019, arXiv preprint arXiv:1909
 Deep reinforcement learning with double q-learning,2016, In Thirtieth AAAI conference on artificial intelligence
 Can you trust autonomous vehicles: Contactless attacksagainst sensors of self-driving vehicle,2016, DEFCON24
 A survey of autonomousdriving: Common practices and emerging technologies,2020, IEEE Access
 The observation dimension of Cartpole-v1 Brockmanet al,2021, (2016) is 4 and the input stacks 4 consecutive observations
