title,year,conference
 Intrinsic images in the wild,2014, ACM Transactions on Graphics (TOG)
 Remote effects of highlightson gloss perception,2005, Perception
 An l 1 image transform for edge-preserving smoothing and scene-levelintrinsic decomposition,2015, ACM Transactions on Graphics (TOG)
 Tracking multiple targets with multifocal attention,2005, Trends in cognitivesciences
 Rendering synthetic objects into real scenes: bridging traditional and image-based graphics withglobal illumination and high dynamic range photography,1998, In Proceedings of the 25th annual conference onComputer graphics and interactive techniques
 Revisiting deep intrinsic imagedecompositions,2018, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Fast spatially-varying indoor lighting estimation,2019, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Training ‘greeble’experts: a framework forstudying expert object recognition processes,1998, Vision research
 Deep sky modeling for single imageoutdoor lighting estimation,2019, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Self-supervised intrinsicimage decomposition,2017, In Advances in Neural Information Processing Systems
 Drag-and-drop pasting,2006, ACM Transactions ongraphics (TOG)
 Rendering synthetic objects into legacyphotographs,2011, ACM Transactions on Graphics (TOG)
 Automatic scene inference for 3d object compositing,2014, ACM Transactions on Graphics (TOG)
 Photoclip art,2007, ACM transactions on graphics (TOG)
 Color vision and the natural image,1959, part i
 Color vision and the natural image part ii,1959, Proceedings of the National Academy of Sciences ofthe United States of America
 The retinex theory of color vision,1977, Scientific american
 Lightness and retinex theory,1971, Josa
 Cgintrinsics: Better intrinsic image decomposition through physically-basedrendering,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Learning toreconstruct shape and spatially-varying reflectance from a single image,2018, ACM Transactions on Graphics(TOG)
 An approximate shading model for object relighting,2015, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Microsoft coco: Common objects in context,2014, In European conference on computervision
 Image inpaintingfor irregular holes using partial convolutions,2018, In Proceedings of the European Conference on Computer Vision(ECCV)
 Unsupervised learning for intrinsic image decomposition from asingle image,2020, 2020
 Nerf:Representing scenes as neural radiance fields for view synthesis,2020, arXiv preprint arXiv:2003
 Real-time joint semantic segmentation and depth estimation using asymmetric annotations,2019, In 2019 InternationalConference on Robotics and Automation (ICRA)
 Poisson image editing,2003, In ACM SIGGRAPH 2003 Papers
 An image synthesizer,1985, ACM Siggraph Computer Graphics
 Perceiving shape from shading,1988, Scientific American
 Towards robust monoculardepth estimation: Mixing datasets for zero-shot cross-dataset transfer,2020, IEEE Transactions on Pattern Analysisand Machine Intelligence (TPAMI)
 A u-net based discriminator for generative adversarialnetworks,2020, arXiv preprint arXiv:2002
 Neural inverserendering of an indoor scene from a single image,2019, In Proceedings of the IEEE International Conference onComputer Vision
 Neural illumination: Lighting prediction for indoor environments,2019, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Single image portrait relighting,2019, ACM Transactions onGraphics (Proceedings SIGGRAPH)
 Deep image prior,2018, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Cnn-generated images aresurprisingly easy to spot,2020,
 Inverserendernet: Learning single image inverse rendering,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Adversarial image compositionwith auxiliary illumination,2020, arXiv preprint arXiv:2009
 Scene parsing throughade20k dataset,2017, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Deep single-image portrait relighting,2019, InProceedings of the IEEE International Conference on Computer Vision
