title,year,conference
 Synthesis of nonlinear control sur-faces by a layered associative search network,1982, Biological Cybernetics
 A theory of learning from different domains,2010, Mach
 Modular neural network-s for learning context-dependent game strategies,1992, Technical report
 Addressing function approximation error inactor-critic methods,2018, In Jennifer Dy and Andreas Krause (eds
 Reinforcement Learning and Its Application to Control,1992, PhD thesis
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, In Jennifer G
 Double q-learning,2010, In J
 Adam: A method for stochastic optimization,2014, arXiv: Learning
 Continuous control with deep reinforcement learning,2016, In YoshuaBengio and Yann LeCun (eds
 Reinforcement Learning for Robots Using Neural Networks,1992, PhD thesis
 Playing atari with deep reinforcement learning,2013, CoRR
 Natural actor-critic,2008, Neurocomputing
 Proximal policyoptimization algorithms,2017, CoRR
 Practical issues in temporal difference learning,1992, Mach
 Bias in natural actor-critic algorithms,2014, In Proceedings of the 31th InternationalConference on Machine Learning
