title,year,conference
 Deepmath-deep sequence models for premise selection,2016, In Advances in Neural InformationProcessing Systems
 Learning to reason in largetheories without imitation,2019, arXiv preprint arXiv:1905
 HOList:An environment for machine learning of higher-order theorem proving,2019, ICML 2019
 Recurrent environmentsimulators,2017, CoRR
 Learning to act by predicting the future,2017, ICLR 2017
 Recurrent world models facilitate policy evolution,2018, In Advancesin Neural Information Processing Systems 31
 A formal proofof the Kepler conjecture,2017, In Forum of Mathematics
 HOL Light: A tutorial introduction,1996, In FMCAD
 Model-basedreinforcement learning for Atari,2019, arXiv preprint arXiv:1903
 sel4: Formal verification of an os kernel,2009, SOSP
 Learning heuristics for automated reasoningthrough deep reinforcement learning,2018, CoRR
 Graph represen-tations for higher-order logic and theorem proving,2020, In AAAI
 Premise selection for theorem proving bydeep graph embedding,2017, In Advances in Neural Information Processing Systems
