title,year,conference
 On differential invariants of planar curves and recogniz-ing partially occluded planar shapes,1995, Annals of Mathematics and Artificial Intelligence
 Recognizing objects using scale space localinvariants,1996, In Pattern Recognition
 Torch: a modular machine learning softwarelibrary,2002, Technical report
 Identifiability and reconstruction of shapesfrom integral invariants,2008, Inverse Problems and Imaging
 Shape matching using multiscale integral invariants,2015, IEEEtransactions on pattern analysis and machine intelligence
 Discriminative deep metric learning for face verification inthe wild,2014, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 A tutorial on energy-based learning,2006, 2006
 Integral invariant signa-tures,2004, In European Conference on Computer Vision
 Geodesic con-volutional neural networks on riemannian manifolds,2015, In Proceedings of the IEEE InternationalConference on Computer Vision Workshops
 Matching of 3-d curves using semi-differential invariants,1995, InComputer Vision
 Integral invariants forrobust geometry processing,2009, Computer Aided Geometric Design
 Area and length preserving geometric invariant scale-spaces,1995, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Deepface: Closing the gapto human-level performance in face verification,2014, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Deepshape: Deep learned shape descriptor for 3dshape matching and retrieval,2015, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
