title,year,conference
 Analysis of representationsfor domain adaptation,2006, In NIPS
 Neural photo editing withintrospective adversarial networks,2016, arXiv preprint arXiv:1609
 Marginalized denoising autoencodersfor domain adaptation,2012, In ICML
 Image super-resolution using deepconvolutional networks,2015, arXiv preprint arXiv:1501
 Generating images with perceptual similarity metrics basedon deep networks,2016, CoRR
 Unsupervised visual do-main adaptation using subspace alignment,2013, In ICCV
 Domain-adversarial training of neural net-works,2016, JMLR
 Image style transfer using convolutionalneural networks,2016, In CVPR
 Perceptual losses for real-time style transfer andsuper-resolution,2016, In ECCV
 State of the “art”: A taxonomy of artisticstylization techniques for images and video,2013, IEEE Transactions on Visualization and ComputerGraphics
 MNIST handwritten digit database,2010, 2010
 Understanding deep image representations by inverting them,2015, InCVPR
 Conditional generative adversarial nets,2014, arXiv preprintarXiv:1411
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning
 A data-driven approach to cleaning large face datasets,2014, In Proc
 Deep face recognition,2015, In British Machine VisionConference
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Nonlinear total variation based noise removalalgorithms,1992, In International Conference of the Center for Nonlinear Studies on ExperimentalMathematics : Computational Issues in Nonlinear Science
 Deepface: Closing the gap tohuman-level performance in face verification,2014, In CVPR
 Texture networks: Feed-forward synthesisof textures and stylized images,2016, In ICML
 From facial parts responses to facedetection: A deep learning approach,2015, In ICCV
 Inverting face embeddings with convolutional neural net-works,2016, arXiv preprint arXiv:1606
