title,year,conference
 Advancedsteel microstructure classification by deep learning methods,2017, 2017
 A unified architecture for natural language processing: Deepneural networks with multitask learning,2008, In Proceedings of the 25th international conference onMachine learning
 Reactive ion ctching,1981, US Patent 4
 Segmentation-assisted edge extraction algorithms forsem images,2006, In Photomask Technology 2006
 Class segmentation and object localizationwith superpixel neighborhoods,2009, In Computer Vision
 Delving deep into rectifiers: Surpassinghuman-level performance on ImageNet classification,2015, 2015
 Directmeasurement of auger electrons emitted from a semiconductor light-emitting diode under elec-trical injection: identification of the dominant mechanism for efficiency droop,2013, 110(17):177406
 Method of manufacturingsemiconductor wafers,1999, (5942445)
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 An effective image segmentation technique for the sem image,2008, InIndustrial Technology
 Fully convolutional networks for semantic seg-mentation,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Defectinspection for imprint lithography using a die to database electron beam verification system,2006, InSPIE 31st International Symposium on Advanced Lithography
 Semantic texton forests for image catego-rization and segmentation,2008, In Computer vision and pattern recognition
