title,year,conference
 Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions,1041, IEEE Transactions on Knowledge and Data Engineering
 Regression-based latent factor models,2009, In Proceedings of the 15thACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Cold-start itemand user recommendation with decoupled completion and transduction,2015, In Proceedings of the 9th ACMConference on Recommender Systems
 Recommender systems survey,0950, Know
 Convex collective matrix factorization,2013, In Proceedingsof the Sixteenth International Conference on Artificial Intelligence and Statistics
 Bayesian hybrid matrix factorisation for data integration,2017, In Aarti Singhand Xiaojin (Jerry) Zhu (eds
 Multi-vieW machines,2016, In Proceedings of the NinthACM International Conference on Web Search and Data Mining
 Svdfeature: A toolkitfor feature-based collaborative filtering,2012, J
 Libmf: Alibrary for parallel matrix factorization in shared-memory systems,1532, J
 A hybrid collaborativefiltering model With deep structure for recommender systems,2017, In Satinder P
 Matrix co-factorization for recommendation With rich side information and implicitfeedback,2011, In Proceedings of the 2Nd International Workshop on Information Heterogeneity and Fusion inRecommender Systems
 Taper: A contextual tensor-based approach for personalizedexpert recommendation,2016, In Proceedings of the 10th ACM Conference on Recommender Systems
 Collaborative filtering: Weighted nonnegative matrix fac-torization incorporating user and item graphs,2010, In Proceedings of the SIAM International Conference onData Mining
 Deepfm: A factorization-machinebased neural network for CTR prediction,2017, In Carles Sierra (ed
 Vbpr: Visual bayesian personalized ranking from implicit feedback,2016, InProceedings of the Thirtieth AAAI Conference on Artificial Intelligence
 Neural factorization machines for sparse predictive analytics,2017, In Proceedingsof the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval
 Field-aware factorization machines for ctrprediction,2016, In Proceedings of the 10th ACM Conference on Recommender Systems
 Deep collaborative filtering via marginalized denoising auto-encoder,2015, InProceedings of the 24th ACM International on Conference on Information and Knowledge Management
 Collaborative variational autoencoder for recommender systems,2017, In Proceedingsof the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Contextual recommendationbased on text mining,2010, In Proceedings of the 23rd International Conference on Computational Linguistics:Posters
 Multilinear factorization machines formulti-task multi-view learning,2017, In Proceedings of the Tenth ACM International Conference on Web Searchand Data Mining
 A sparse interactive model for matrix completion with sideinformation,2016, In Daniel D
 Improving recommender systems by incorporatingsocial contextual information,1046, ACM Trans
 Inductive matrix completion for predicting genedisease associa-tions,2014, Bioinformatics
 Improving regularized singular value decomposition for collaborative filtering,2007, 2007
 Fast context-aware recom-mendations with factorization machines,2011, In Proceedings of the 34th International ACM SIGIR Conferenceon Research and Development in Information Retrieval
 Bayesian probabilistic matrix factorization using markov chain montecarlo,2008, In Proceedings of the 25th International Conference on Machine Learning
 Bayesian probabilistic matrix factorization using markov chain montecarlo,2008, In Proceedings of the 25th International Conference on Machine Learning
 Low-rank linearcold-start recommendation from social data,2017, In Satinder P
 Collaborative filtering beyond the user-item matrix: A survey ofthe state of the art and future challenges,0360, ACM Comput
 Tumblr blog recommendationwith boosted inductive matrix completion,2015, In Proceedings of the 24th ACM International on Conferenceon Information and Knowledge Management
 Context-aware recom-mender systems for learning: A survey and future challenges,1939, IEEE Transactions on Learning Technologies
 Collaborative deep learning for recommender systems,2015, InProceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Collaborative recurrent autoencoder: Recommend while learningto fill in the blanks,2016, In Daniel D
 Speedup matrix completion with side information: Application tomulti-label learning,2013, In Proceedings of the 26th International Conference on Neural Information ProcessingSystems
 A unified algorithm for one-cassstructured matrix factorization with side information,2017, In Satinder P
 Collaborative knowledge baseembedding for recommender systems,2016, In Proceedings of the 22Nd ACM SIGKDD International Conferenceon Knowledge Discovery and Data Mining
 Dual similarity regularizationfor recommendation,2016, In Proceedings
