title,year,conference
 Learning Deep Architectures for AI,2009, now Publishers
 Auto-association by multilayer perceptrons and singular value decom-position,1988, Biological Cybernetics
 Deep sparse rectifier neural networks,2011, In Geoffrey Gordon
 Maxout networks,2013, InSanjoy Dasgupta and David McAllester (eds
 Deep Learning,2016, The MIT Press
 Learning-regulated context relevant topographicalmap,2015, IEEE Trans
 Training products of experts by minimizing contrastive divergence,2002, Neural Computation
 Reducing the dimensionality of data with neural networks,2006, Science
 Self-organized formation of topologically correct feature maps,1982, Biological Cybernetics
 Deep learning,2015, Nature
 Networks for approximation and learning,1990, Proceedings of IEEE
 Tonotopic organization of the human auditorycortex,1982, Science
 Learning deep generative models,2015, Annual Review of Statistics and Its Application
 How patterned neural connections can be set up by self-organization,1976, Proc
 No free lunch theorems for optimization,1997, IEEE Trans
 Fashion-mnist: a novel image dataset for benchmarking machinelearning algorithms,2017, 2017
